log_ids,experiment_name,step,metric,value
202509140236593106880,reports\1_CG_GA_16,1_initial_solution,solution_generation_time,2.785179376602173
202509140236593106881,reports\1_CG_GA_16,1_initial_solution,total_generated_columns,109.0
202509140237048036050,reports\1_CG_GA_16,2_graph_build,graph_build_time,5.2898924350738525
202509140237048036051,reports\1_CG_GA_16,2_graph_build,number_of_nodes,520.0
202509140237048036052,reports\1_CG_GA_16,2_graph_build,number_of_edges,117326.0
202509140238244147220,reports\1_CG_GA_16,3_column_generation,column_generation_time,79.6111171245575
202509140238244147221,reports\1_CG_GA_16,3_column_generation,number_of_iterations,13.0
202509140238244147222,reports\1_CG_GA_16,3_column_generation,start_objective,142097.81301467176
202509140238244147223,reports\1_CG_GA_16,3_column_generation,optimal_value,141279.31701467172
202509140238244147224,reports\1_CG_GA_16,3_column_generation,total_columns_generated,201.0
202509140238244147225,reports\1_CG_GA_16,3_column_generation,total_reduced_cost,-1486072.363865772
202509140242276068450,reports\1_CG_GA_16,4_first_ga,ga_execution_time,243.182154417038
202509140242276068451,reports\1_CG_GA_16,4_first_ga,best_cost,111181.2174862814
202509140242276068452,reports\1_CG_GA_16,4_first_ga,best_fitness,12.5
202509140242276068453,reports\1_CG_GA_16,4_first_ga,best_v,75.0
202509140242276068454,reports\1_CG_GA_16,4_first_ga,best_r,0.0
202509140242276068455,reports\1_CG_GA_16,4_first_ga,best_u,35.0
202509140242276068456,reports\1_CG_GA_16,4_first_ga,best_s,35.0
