log_ids,experiment_name,step,metric,value
202509071352387913770,reports\1_CG_GA_8_tmax10_processed,1_1_1_initial_solution,solution_generation_time,6.6135852336883545
202509071352387913771,reports\1_CG_GA_8_tmax10_processed,1_1_1_initial_solution,total_generated_columns,123.0
202509071352445901860,reports\1_CG_GA_8_tmax10_processed,2_2_2_graph_build,graph_build_time,5.598808765411377
202509071352445901861,reports\1_CG_GA_8_tmax10_processed,2_2_2_graph_build,number_of_nodes,520.0
202509071352445901862,reports\1_CG_GA_8_tmax10_processed,2_2_2_graph_build,number_of_edges,117326.0
202509071354055804440,reports\1_CG_GA_8_tmax10_processed,3_3_3_column_generation,column_generation_time,80.98925971984863
202509071354055804441,reports\1_CG_GA_8_tmax10_processed,3_3_3_column_generation,number_of_iterations,12.0
202509071354055804442,reports\1_CG_GA_8_tmax10_processed,3_3_3_column_generation,start_objective,152771.90944949866
202509071354055804443,reports\1_CG_GA_8_tmax10_processed,3_3_3_column_generation,optimal_value,152286.19811847186
202509071354055804444,reports\1_CG_GA_8_tmax10_processed,3_3_3_column_generation,total_columns_generated,161.0
202509071354055804445,reports\1_CG_GA_8_tmax10_processed,3_3_3_column_generation,total_reduced_cost,-1468888.186122244
202509071401596624850,reports\1_CG_GA_8_tmax10_processed,4_4_4_first_ga,ga_execution_time,474.0710401535034
202509071401596624851,reports\1_CG_GA_8_tmax10_processed,4_4_4_first_ga,best_cost,118313.59011847193
202509071401596624852,reports\1_CG_GA_8_tmax10_processed,4_4_4_first_ga,best_fitness,10.799136069114471
202509071401596624853,reports\1_CG_GA_8_tmax10_processed,4_4_4_first_ga,best_v,85.0
202509071401596624854,reports\1_CG_GA_8_tmax10_processed,4_4_4_first_ga,best_r,0.0
202509071401596624855,reports\1_CG_GA_8_tmax10_processed,4_4_4_first_ga,best_u,38.0
202509071401596624856,reports\1_CG_GA_8_tmax10_processed,4_4_4_first_ga,best_s,47.0
