log_ids,experiment_name,step,metric,value
202509071234042049920,reports\1_CG_GA_2_tmax10_processed_processed,1_1_1_1_initial_solution,solution_generation_time,14.049280881881714
202509071234042049921,reports\1_CG_GA_2_tmax10_processed_processed,1_1_1_1_initial_solution,total_generated_columns,119.0
202509071234101114150,reports\1_CG_GA_2_tmax10_processed_processed,2_2_2_2_graph_build,graph_build_time,5.685618877410889
202509071234101114151,reports\1_CG_GA_2_tmax10_processed_processed,2_2_2_2_graph_build,number_of_nodes,520.0
202509071234101114152,reports\1_CG_GA_2_tmax10_processed_processed,2_2_2_2_graph_build,number_of_edges,117326.0
202509071236044378900,reports\1_CG_GA_2_tmax10_processed_processed,3_3_3_3_column_generation,column_generation_time,114.32647562026978
202509071236044378901,reports\1_CG_GA_2_tmax10_processed_processed,3_3_3_3_column_generation,number_of_iterations,14.0
202509071236044378902,reports\1_CG_GA_2_tmax10_processed_processed,3_3_3_3_column_generation,start_objective,148915.91738078257
202509071236044378903,reports\1_CG_GA_2_tmax10_processed_processed,3_3_3_3_column_generation,optimal_value,147271.8333807826
202509071236044378904,reports\1_CG_GA_2_tmax10_processed_processed,3_3_3_3_column_generation,total_columns_generated,289.0
202509071236044378905,reports\1_CG_GA_2_tmax10_processed_processed,3_3_3_3_column_generation,total_reduced_cost,-1935596.8650071595
202509071244555990080,reports\1_CG_GA_2_tmax10_processed_processed,4_4_4_4_first_ga,ga_execution_time,531.1431548595428
202509071244556000021,reports\1_CG_GA_2_tmax10_processed_processed,4_4_4_4_first_ga,best_cost,121145.8927039341
202509071244556000022,reports\1_CG_GA_2_tmax10_processed_processed,4_4_4_4_first_ga,best_fitness,10.416666666666666
202509071244556000023,reports\1_CG_GA_2_tmax10_processed_processed,4_4_4_4_first_ga,best_v,89.0
202509071244556000024,reports\1_CG_GA_2_tmax10_processed_processed,4_4_4_4_first_ga,best_r,2.0
202509071244556000025,reports\1_CG_GA_2_tmax10_processed_processed,4_4_4_4_first_ga,best_u,35.0
202509071244556000026,reports\1_CG_GA_2_tmax10_processed_processed,4_4_4_4_first_ga,best_s,51.0
