log_ids,experiment_name,step,metric,value
202509071505113047760,14_tmax10,initial_solution,solution_generation_time,6.8404436111450195
202509071505113047761,14_tmax10,initial_solution,total_generated_columns,119.0
202509071505171384100,14_tmax10,graph_build,graph_build_time,5.6204564571380615
202509071505171384101,14_tmax10,graph_build,number_of_nodes,520.0
202509071505171384102,14_tmax10,graph_build,number_of_edges,117326.0
202509071507015427090,14_tmax10,column_generation,column_generation_time,104.40429878234863
202509071507015427091,14_tmax10,column_generation,number_of_iterations,15.0
202509071507015427092,14_tmax10,column_generation,start_objective,150351.74665350543
202509071507015427093,14_tmax10,column_generation,optimal_value,149055.88925473514
202509071507015427094,14_tmax10,column_generation,total_columns_generated,246.0
202509071507015427095,14_tmax10,column_generation,total_reduced_cost,-2033805.900636463
202509071515420959920,14_tmax10,genetic_algorithm,ga_execution_time,520.5386633872986
202509071515420959921,14_tmax10,genetic_algorithm,best_cost,107748.09895781383
202509071515420959922,14_tmax10,genetic_algorithm,best_fitness,11.235955056179778
202509071515420959923,14_tmax10,genetic_algorithm,best_v,73.0
202509071515420959924,14_tmax10,genetic_algorithm,best_r,0.0
202509071515420959925,14_tmax10,genetic_algorithm,best_u,54.0
202509071515420959926,14_tmax10,genetic_algorithm,best_s,32.0
