Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-13 23:21:18,40975.36,31,inf,0.1656,0.0107,14.2045,0.0,14.3817
2,exp_0_zmin_50_k_10_i_10,2025-08-13 23:21:32,40975.36,41,0.0,0.148,0.009,19.0594,0.0,19.2334
3,exp_0_zmin_50_k_10_i_10,2025-08-13 23:21:51,40975.36,51,0.0,0.1822,0.0158,13.7412,0.0,13.9412
4,exp_0_zmin_50_k_10_i_10,2025-08-13 23:22:05,40975.36,61,0.0,0.1815,0.0139,17.008,0.0,17.2034
5,exp_0_zmin_50_k_10_i_10,2025-08-13 23:22:23,40975.36,71,0.0,0.171,0.0099,34.7068,0.0,34.8877
6,exp_0_zmin_50_k_10_i_10,2025-08-13 23:22:57,40975.36,81,0.0,0.1616,0.0093,22.6155,0.0,22.7874
7,exp_0_zmin_50_k_10_i_10,2025-08-13 23:23:20,40975.36,91,0.0,0.1927,0.0072,23.041,0.0067,23.254
8,exp_0_zmin_50_k_10_i_10,2025-08-13 23:23:43,40975.36,101,0.0,0.1889,0.0156,30.6284,0.0,30.8335
9,exp_0_zmin_50_k_10_i_10,2025-08-13 23:24:14,40975.36,111,0.0,0.2257,0.0125,20.682,0.0,20.9206
10,exp_0_zmin_50_k_10_i_10,2025-08-13 23:24:35,40975.36,121,0.0,0.1839,0.0086,8.8504,0.0,9.0569
11,exp_0_zmin_50_k_10_i_10,2025-08-13 23:24:44,40975.36,131,0.0,0.1931,0.0,0.0,0.0,0.1945
