Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-12 22:18:54,40975.36,31,inf,0.1841,0.013,3.7045,0.002,3.9047
2,exp_0_zmin_50_k_10_i_10,2025-08-12 22:18:58,40975.36,41,0.0,0.19,0.01,4.2995,0.0,4.5015
3,exp_0_zmin_50_k_10_i_10,2025-08-12 22:19:02,40975.36,51,0.0,0.188,0.011,3.8333,0.001,4.0343
4,exp_0_zmin_50_k_10_i_10,2025-08-12 22:19:06,40975.36,61,0.0,0.239,0.012,7.0872,0.001,7.3435
5,exp_0_zmin_50_k_10_i_10,2025-08-12 22:19:14,40975.36,71,0.0,0.1801,0.016,7.2241,0.001,7.4222
6,exp_0_zmin_50_k_10_i_10,2025-08-12 22:19:21,40975.36,81,0.0,0.1897,0.012,6.2789,0.001,6.4835
7,exp_0_zmin_50_k_10_i_10,2025-08-12 22:19:28,40975.36,91,0.0,0.2787,0.017,7.2196,0.001,7.5213
8,exp_0_zmin_50_k_10_i_10,2025-08-12 22:19:35,40975.36,101,0.0,0.1921,0.012,5.3917,0.001,5.5988
9,exp_0_zmin_50_k_10_i_10,2025-08-12 22:19:41,40975.36,111,0.0,0.231,0.016,5.0735,0.001,5.3235
10,exp_0_zmin_50_k_10_i_10,2025-08-12 22:19:46,40975.36,121,0.0,0.293,0.0158,6.7753,0.001,7.0861
11,exp_0_zmin_50_k_10_i_10,2025-08-12 22:19:53,40963.27,131,12.1,0.326,0.0,0.0,0.0,0.329
