Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,6,2025-09-01 19:01:08,186925.24,362,0.0,0.103,0.1245,4.8149,0.008,0.001,5.0598
002,6,2025-09-01 19:01:08,186483.58,393,441.67,0.109,0.112,5.9109,0.0253,0.0011,6.1653
003,6,2025-09-01 19:01:08,186194.49,422,289.08,0.1401,0.1292,5.8056,0.011,0.0,6.0997
004,6,2025-09-01 19:01:08,186194.49,459,0.0,0.115,0.11,6.0842,0.0122,0.001,6.331
005,6,2025-09-01 19:01:08,186194.49,484,0.0,0.1311,0.1101,7.0018,0.0078,0.0006,7.261
006,6,2025-09-01 19:01:08,186010.75,492,183.74,0.144,0.114,5.2231,0.018,0.0,5.5086
007,6,2025-09-01 19:01:08,186010.75,506,0.0,0.135,0.11,5.4274,0.014,0.001,5.6984
008,6,2025-09-01 19:01:08,186010.75,515,0.0,0.158,0.111,5.1307,0.014,0.0,5.4237
009,6,2025-09-01 19:01:08,186010.75,527,0.0,0.144,0.117,5.2119,0.014,0.001,5.4979
010,6,2025-09-01 19:01:08,186010.75,539,0.0,0.137,0.1207,5.1846,0.0128,0.0011,5.4631
011,6,2025-09-01 19:01:08,185343.4,562,667.35,0.163,0.12,7.4943,0.009,0.001,7.7989
012,6,2025-09-01 19:01:08,185343.4,579,0.0,0.181,0.118,5.875,0.015,0.001,6.2
013,6,2025-09-01 19:01:08,185325.92,609,17.48,0.171,0.11,7.0024,0.013,0.001,7.3064
014,6,2025-09-01 19:01:08,185325.92,639,0.0,0.156,0.114,5.4647,0.006,0.001,5.7507
015,6,2025-09-01 19:01:08,185325.92,661,0.0,0.187,0.1287,6.0657,0.018,0.001,6.4144
016,6,2025-09-01 19:01:08,185290.11,687,35.81,0.178,0.113,8.2546,0.013,0.0,8.5706
017,6,2025-09-01 19:01:08,185290.11,706,0.0,0.1807,0.1378,7.1159,0.0125,0.0011,7.459
018,6,2025-09-01 19:01:08,185290.11,719,0.0,0.262,0.159,6.3772,0.008,0.001,6.8273
019,6,2025-09-01 19:01:08,185290.11,745,0.0,0.1952,0.111,6.9498,0.014,0.001,7.284
020,6,2025-09-01 19:01:08,185053.07,782,237.04,0.2609,0.121,7.3129,0.006,0.001,7.7138
021,6,2025-09-01 19:01:08,185016.12,810,36.94,0.206,0.114,7.3704,0.005,0.001,7.7094
022,6,2025-09-01 19:01:08,185016.12,841,0.0,0.196,0.11,7.1625,0.012,0.001,7.4945
023,6,2025-09-01 19:01:08,185016.12,877,0.0,0.2362,0.127,8.3064,0.008,0.001,8.6967
024,6,2025-09-01 19:01:08,184724.91,912,291.21,0.253,0.11,7.5549,0.006,0.001,7.9379
025,6,2025-09-01 19:01:08,184454.97,948,269.95,0.229,0.111,7.6557,0.006,0.0,8.0147
