,experiment_name,1_initial_solution,2_preprocessing_and_transformations,3_first_ga,4_graph_build,5_column_generation,6_second_ga
0,GA_CG_GA,33.05390679836273,0.0140895,443.4262313842773,6.208199977874756,138.56332325935364,594.9412581920624
0,GA_CG_GA,27.036170601844788,0.0,337.08974409103394,5.362155914306641,1851.1117196083069,837.8475494384766
0,GA_CG_GA,25.26689887046814,0.0,370.9761564731598,5.377089977264404,159.9632523059845,595.3487300872803
0,GA_CG_GA,24.338549613952637,0.004788000000000001,333.95676946640015,5.428990125656128,113.67941522598268,611.7203831672668
0,GA_CG_GA,24.117424964904785,0.0010235,348.7184443473816,5.2900495529174805,110.04549384117126,566.1342849731445
