Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,37766.43,53,0.0,0.173,0.007,2.1116,0.0,0.001,2.2996
002,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,37628.19,66,138.24,0.1312,0.0077,1.3301,0.001,0.002,1.476
003,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,31531.51,76,6096.67,0.1927,0.007,1.3482,0.0,0.0,1.5533
004,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,29696.82,86,1834.7,0.1493,0.003,1.6649,0.0005,0.0007,1.824
005,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,26677.0,97,3019.81,0.1674,0.004,1.5155,0.0003,0.0,1.6915
006,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,22873.43,106,3803.57,0.223,0.008,1.6974,0.001,0.001,1.9384
007,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,21179.73,113,1693.7,0.1754,0.004,1.7904,0.0,0.001,1.9769
008,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,20498.97,126,680.76,0.1638,0.0055,1.2417,0.0012,0.001,1.4187
009,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,19165.48,133,1333.49,0.2731,0.0072,1.9199,0.0,0.001,2.2084
010,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,18198.24,140,967.25,0.2826,0.0067,1.4113,0.0011,0.0,1.7226
011,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,17585.86,147,612.38,0.1788,0.004,1.1483,0.0,0.0019,1.3414
012,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,17581.6,155,4.26,0.2269,0.006,1.256,0.001,0.001,1.4983
013,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,17172.66,169,408.94,0.1891,0.008,1.245,0.0005,0.0005,1.4484
014,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,16905.66,176,267.0,0.2428,0.007,0.945,0.0,0.001,1.2031
015,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,16658.7,184,246.95,0.1974,0.005,1.48,0.001,0.0013,1.6907
016,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,16566.03,187,92.68,0.2123,0.007,1.1473,0.0,0.001,1.3726
017,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,16489.89,197,76.14,0.2086,0.005,1.3115,0.0,0.0,1.5331
018,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,16394.97,201,94.91,0.197,0.005,1.0724,0.001,0.0,1.2825
019,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,16279.04,210,115.94,0.2169,0.005,1.3034,0.001,0.0,1.5323
020,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,16188.39,218,90.65,0.2312,0.005,1.2733,0.001,0.0,1.5186
021,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,16143.42,231,44.97,0.2704,0.007,1.0761,0.0,0.001,1.3643
022,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,16087.93,239,55.49,0.2103,0.0061,1.6196,0.001,0.0,1.8443
023,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,16067.7,245,20.23,0.4616,0.0185,1.5126,0.0008,0.0006,2.0162
024,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,16039.78,248,27.93,0.2602,0.005,1.1363,0.001,0.0,1.4094
025,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,16029.38,255,10.4,0.2177,0.005,1.5727,0.0,0.0,1.8044
026,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,15966.57,263,62.81,0.2728,0.0043,1.409,0.0,0.0,1.6951
027,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,15953.74,268,12.83,0.2764,0.0047,1.5612,0.0,0.001,1.8535
028,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,15953.07,275,0.68,0.2174,0.005,1.5774,0.0,0.0,1.8098
029,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,15953.07,277,0.0,0.3521,0.004,1.5552,0.0,0.001,1.9231
030,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,15952.83,279,0.24,0.2406,0.006,1.3804,0.001,0.0,1.6354
031,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,15952.83,281,0.0,0.2324,0.006,1.6548,0.0013,0.001,1.9025
032,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,15952.83,283,0.0,0.3194,0.005,1.7309,0.0,0.0004,2.0643
033,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,15952.83,285,0.0,0.2563,0.005,1.3868,0.001,0.0,1.6561
034,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,15952.83,287,0.0,0.2784,0.0061,1.5466,0.001,0.0,1.8426
035,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,15952.83,289,0.0,0.2592,0.005,1.5344,0.0,0.001,1.8128
036,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-32-52_l4_l4_30_l59_10_l60_12,2025-08-16 13:33:56,15952.83,291,0.0,0.2246,0.007,1.4298,0.0005,0.0,1.6724
