Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-13 00:41:45,40975.36,31,inf,0.1464,0.0129,7.6169,0.0142,7.7904
2,exp_0_zmin_50_k_10_i_10,2025-08-13 00:41:52,40975.36,41,0.0,0.1422,0.0106,9.0734,0.0,9.2274
3,exp_0_zmin_50_k_10_i_10,2025-08-13 00:42:02,40975.36,51,0.0,0.1527,0.0099,15.3219,0.001,15.4897
4,exp_0_zmin_50_k_10_i_10,2025-08-13 00:42:17,40975.36,61,0.0,0.1677,0.0102,27.5107,0.002,27.6934
5,exp_0_zmin_50_k_10_i_10,2025-08-13 00:42:45,40975.36,71,0.0,0.1851,0.0087,31.1905,0.001,31.3859
6,exp_0_zmin_50_k_10_i_10,2025-08-13 00:43:16,40975.36,81,0.0,0.2144,0.0623,13.5241,0.0041,13.8355
7,exp_0_zmin_50_k_10_i_10,2025-08-13 00:43:30,40975.36,91,0.0,0.1707,0.0124,25.4836,0.002,25.6729
8,exp_0_zmin_50_k_10_i_10,2025-08-13 00:43:56,40975.36,101,0.0,0.1787,0.0109,11.6737,0.002,11.8673
9,exp_0_zmin_50_k_10_i_10,2025-08-13 00:44:08,40975.36,111,0.0,0.216,0.005,25.5573,0.001,25.7808
10,exp_0_zmin_50_k_10_i_10,2025-08-13 00:44:33,40975.36,121,0.0,0.2308,0.0106,14.505,0.001,14.7512
11,exp_0_zmin_50_k_10_i_10,2025-08-13 00:44:48,40975.36,131,0.0,0.2078,0.0,0.0,0.0,0.2082
