Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-14 00:27:19,40975.36,31,inf,0.1679,0.0116,13.2279,0.0,13.4074
2,exp_0_zmin_50_k_10_i_10,2025-08-14 00:27:32,40975.36,39,0.0,0.1444,0.0139,15.1898,0.0,15.348
3,exp_0_zmin_50_k_10_i_10,2025-08-14 00:27:48,40975.36,49,0.0,0.1657,0.0115,17.2078,0.0,17.385
4,exp_0_zmin_50_k_10_i_10,2025-08-14 00:28:05,40975.36,59,0.0,0.197,0.0171,28.4289,0.0121,28.6551
5,exp_0_zmin_50_k_10_i_10,2025-08-14 00:28:34,40975.36,69,0.0,0.1543,0.0136,19.0124,0.0,19.1814
6,exp_0_zmin_50_k_10_i_10,2025-08-14 00:28:53,40894.72,79,80.64,0.1724,0.0114,27.997,0.0,28.1943
7,exp_0_zmin_50_k_10_i_10,2025-08-14 00:29:21,40894.72,89,0.0,0.1626,0.0131,12.34,0.0,12.5177
8,exp_0_zmin_50_k_10_i_10,2025-08-14 00:29:34,40894.72,95,0.0,0.1853,0.0122,27.4812,0.0,27.6798
9,exp_0_zmin_50_k_10_i_10,2025-08-14 00:30:01,40894.72,105,0.0,0.2133,0.0102,12.5302,0.0015,12.7573
10,exp_0_zmin_50_k_10_i_10,2025-08-14 00:30:14,40894.72,114,0.0,0.3372,0.005,14.3871,0.0,14.7293
11,exp_0_zmin_50_k_10_i_10,2025-08-14 00:30:29,40894.72,118,0.0,0.1866,0.0089,8.217,0.0011,8.4137
12,exp_0_zmin_50_k_10_i_10,2025-08-14 00:30:37,40894.72,128,0.0,0.2342,0.0094,24.5696,0.0,24.8148
13,exp_0_zmin_50_k_10_i_10,2025-08-14 00:31:02,40894.72,138,0.0,0.2203,0.0092,16.8611,0.0,17.0957
14,exp_0_zmin_50_k_10_i_10,2025-08-14 00:31:19,40894.72,146,0.0,0.2105,0.012,27.5315,0.0,27.754
15,exp_0_zmin_50_k_10_i_10,2025-08-14 00:31:47,40894.72,156,0.0,0.2004,0.0093,13.548,0.0,13.7627
16,exp_0_zmin_50_k_10_i_10,2025-08-14 00:32:01,40894.72,162,0.0,0.2826,0.0,0.0,0.0,0.2826
