Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,35618.97,48,0.0,0.2704,0.008,1.9494,0.0005,0.0005,2.2333
002,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,35383.38,59,235.58,0.1706,0.004,1.4368,0.0,0.001,1.6155
003,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,34968.66,66,414.72,0.1399,0.006,1.4876,0.0,0.0011,1.6382
004,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,34908.18,70,60.48,0.1883,0.0094,1.6218,0.0,0.001,1.8293
005,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,32112.18,74,2796.01,0.1737,0.0058,1.3841,0.0015,0.0013,1.5701
006,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,30117.96,77,1994.21,0.1544,0.005,1.1489,0.0,0.0,1.3122
007,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,29765.05,81,352.92,0.1942,0.009,1.2544,0.0,0.001,1.4646
008,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28977.56,83,787.49,0.1614,0.005,1.3646,0.0,0.0,1.535
009,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28944.89,86,32.67,0.1762,0.0043,1.1415,0.0,0.001,1.3272
010,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28364.52,88,580.37,0.1474,0.0061,1.1977,0.0,0.001,1.3563
011,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28008.55,89,355.98,0.154,0.004,1.2499,0.0012,0.0,1.4137
012,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28008.55,90,0.0,0.2274,0.006,1.1491,0.0,0.0,1.3885
013,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28008.55,91,0.0,0.1478,0.006,1.0463,0.0,0.001,1.205
014,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28008.55,92,0.0,0.2425,0.0065,1.1534,0.0,0.0,1.4056
015,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28008.55,93,0.0,0.2593,0.007,1.2142,0.0005,0.0005,1.4861
016,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28008.55,94,0.0,0.1735,0.004,1.1158,0.0,0.0,1.2989
017,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28008.55,95,0.0,0.1541,0.005,1.1311,0.0005,0.0,1.2952
018,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28008.55,96,0.0,0.1758,0.003,1.2086,0.0,0.001,1.3939
019,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28008.55,97,0.0,0.251,0.006,1.2282,0.001,0.0,1.4892
020,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28008.55,98,0.0,0.1801,0.006,1.0955,0.0,0.001,1.2949
021,exp001_z50_k50_i9_tmax10.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:20,28008.55,99,0.0,0.2002,0.007,1.1799,0.0,0.0,1.3921
