Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-14 00:34:10,40975.36,31,inf,0.1649,0.0095,14.0906,0.0,14.2661
2,exp_0_zmin_50_k_10_i_10,2025-08-14 00:34:25,40975.36,41,0.0,0.1604,0.0096,19.0808,0.0,19.2517
3,exp_0_zmin_50_k_10_i_10,2025-08-14 00:34:44,40975.36,51,0.0,0.1731,0.0068,14.5516,0.0,14.7314
4,exp_0_zmin_50_k_10_i_10,2025-08-14 00:34:59,40975.36,61,0.0,0.1558,0.0099,14.2072,0.0,14.3729
5,exp_0_zmin_50_k_10_i_10,2025-08-14 00:35:13,40975.36,71,0.0,0.1695,0.0098,18.4514,0.0,18.6317
6,exp_0_zmin_50_k_10_i_10,2025-08-14 00:35:32,40975.36,81,0.0,0.1756,0.0141,36.9878,0.0,37.1797
7,exp_0_zmin_50_k_10_i_10,2025-08-14 00:36:09,40975.36,91,0.0,0.1779,0.0102,21.4378,0.0,21.6264
8,exp_0_zmin_50_k_10_i_10,2025-08-14 00:36:30,40975.36,101,0.0,0.1787,0.0087,17.2426,0.0021,17.4332
9,exp_0_zmin_50_k_10_i_10,2025-08-14 00:36:48,40975.36,111,0.0,0.2466,0.008,9.5663,0.0043,9.8265
10,exp_0_zmin_50_k_10_i_10,2025-08-14 00:36:58,40975.36,121,0.0,0.2547,0.0047,12.2447,0.0,12.504
11,exp_0_zmin_50_k_10_i_10,2025-08-14 00:37:10,40975.36,131,0.0,0.2463,0.0,0.0,0.0,0.2525
