Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_30_i_10,2025-08-11 00:45:38,173900.92,112,inf,0.3329,0.062,113.7548,0.0035,114.1542
2,exp_0_zmin_50_k_30_i_10,2025-08-11 00:47:32,173900.92,142,0.0,0.4267,0.0636,92.2256,0.0028,92.7198
3,exp_0_zmin_50_k_30_i_10,2025-08-11 00:49:05,173745.98,172,154.94,0.4968,0.0706,118.1738,0.0031,118.7443
4,exp_0_zmin_50_k_30_i_10,2025-08-11 00:51:04,173745.98,202,0.0,0.49,0.0573,153.6901,0.0048,154.2422
5,exp_0_zmin_50_k_30_i_10,2025-08-11 00:53:38,173591.04,232,154.94,0.5589,0.0782,97.7291,0.003,98.3697
6,exp_0_zmin_50_k_30_i_10,2025-08-11 00:55:17,173591.04,262,0.0,0.7351,0.0958,73.6627,0.0063,74.5014
7,exp_0_zmin_50_k_30_i_10,2025-08-11 00:56:31,173591.04,292,0.0,0.6886,0.0607,74.5595,0.0032,75.314
8,exp_0_zmin_50_k_30_i_10,2025-08-11 00:57:47,173591.04,322,0.0,0.8154,0.0624,81.1424,0.0047,82.0259
9,exp_0_zmin_50_k_30_i_10,2025-08-11 00:59:09,173591.04,350,0.0,0.8587,0.0918,79.0586,0.0054,80.035
10,exp_0_zmin_50_k_30_i_10,2025-08-11 01:00:29,173591.04,380,0.0,0.8633,0.0637,54.619,0.0039,55.5506
11,exp_0_zmin_50_k_30_i_10,2025-08-11 01:01:24,173591.04,410,0.0,0.9791,0.0648,83.3133,0.003,84.3601
12,exp_0_zmin_50_k_30_i_10,2025-08-11 01:02:49,173591.04,431,0.0,1.0506,0.0681,55.769,0.0111,56.8993
13,exp_0_zmin_50_k_30_i_10,2025-08-11 01:03:46,173591.04,451,0.0,1.0774,0.0816,75.8906,0.0068,77.057
14,exp_0_zmin_50_k_30_i_10,2025-08-11 01:05:03,173591.04,475,0.0,1.0738,0.062,84.3111,0.0,85.4481
15,exp_0_zmin_50_k_30_i_10,2025-08-11 01:06:29,173591.04,494,0.0,1.7083,0.0,0.0,0.0,1.7093
