Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,10,2025-08-31 06:35:37,232219.72,411,0.0,0.119,0.1176,79.0714,0.0142,0.002,79.3328
002,10,2025-08-31 06:35:37,230219.08,434,2000.63,0.116,0.1048,80.8852,0.0087,0.001,81.1218
003,10,2025-08-31 06:35:37,229795.72,462,423.36,0.1253,0.1396,119.166,0.004,0.0012,119.4443
004,10,2025-08-31 06:35:37,229194.51,491,601.22,0.1524,0.094,111.7826,0.0119,0.0005,112.0521
005,10,2025-08-31 06:35:37,228779.79,515,414.72,0.1759,0.1148,91.2463,0.006,0.001,91.5532
006,10,2025-08-31 06:35:37,228779.79,532,0.0,0.1598,0.115,91.7741,0.0061,0.0,92.0651
007,10,2025-08-31 06:35:37,228779.79,543,0.0,0.1768,0.115,75.5263,0.0079,0.001,75.8403
008,10,2025-08-31 06:35:37,228779.79,557,0.0,0.1448,0.113,92.5654,0.0116,0.001,92.8469
009,10,2025-08-31 06:35:37,228779.79,582,0.0,0.1619,0.1221,99.9875,0.0094,0.001,100.2919
010,10,2025-08-31 06:35:37,228779.79,612,0.0,0.1446,0.1365,78.7194,0.0107,0.002,79.0385
011,10,2025-08-31 06:35:37,228779.79,642,0.0,0.1496,0.1302,88.7251,0.0076,0.001,89.0235
012,10,2025-08-31 06:35:37,228779.79,672,0.0,0.1926,0.1159,212.1417,0.0189,0.001,212.4815
013,10,2025-08-31 06:35:37,228779.79,702,0.0,0.1578,0.1269,184.2309,0.0144,0.001,184.5413
014,10,2025-08-31 06:35:37,228779.79,732,0.0,0.1802,0.109,125.4869,0.025,0.0012,125.8129
015,10,2025-08-31 06:35:37,228779.79,762,0.0,0.1925,0.0953,97.3837,0.006,0.001,97.6888
016,10,2025-08-31 06:35:37,228779.79,792,0.0,0.1769,0.1131,99.509,0.006,0.001,99.8192
