timestamp,set_number,param_set,initial_routes,pre_cg_selected,columns_generated,post_cg_selected,pre_cg_cost,post_cg_cost,reduction_ratio
2025-09-01 23:46:00.254918,1,1,360,180,5272,216,2.533333333333333,10.47222222222222,0.0409711684370258
2025-09-01 23:54:10.721405,1,1,364,187,673,98,2.4224598930481283,245724.47610431653,0.1456166419019316
2025-09-01 23:59:17.815999,1,1,374,168,581,103,2.142857142857143,250191.8249344633,0.17728055077452667
