Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_1_zmin_50_k_30_i_10,2025-08-10 19:43:01,169661.37,114,inf,0.406,0.063,60.4659,0.004,60.9394
2,exp_1_zmin_50_k_30_i_10,2025-08-10 19:44:02,169661.37,144,0.0,0.378,0.058,86.3497,0.003,86.7907
3,exp_1_zmin_50_k_30_i_10,2025-08-10 19:45:29,169506.42,170,154.94,0.4718,0.0713,67.2619,0.003,67.809
4,exp_1_zmin_50_k_30_i_10,2025-08-10 19:46:37,169506.42,200,0.0,0.5565,0.0767,98.8754,0.004,99.5159
5,exp_1_zmin_50_k_30_i_10,2025-08-10 19:48:17,169506.42,228,0.0,0.6027,0.066,66.4466,0.003,67.1182
6,exp_1_zmin_50_k_30_i_10,2025-08-10 19:49:24,169506.42,258,0.0,0.6138,0.056,92.0953,0.004,92.7711
7,exp_1_zmin_50_k_30_i_10,2025-08-10 19:50:57,169506.42,281,0.0,0.7947,0.071,61.8312,0.0038,62.7016
8,exp_1_zmin_50_k_30_i_10,2025-08-10 19:51:59,169506.42,311,0.0,0.8025,0.0861,64.8782,0.004,65.7708
9,exp_1_zmin_50_k_30_i_10,2025-08-10 19:53:05,169351.48,341,154.94,0.7948,0.083,62.2237,0.002,63.1065
10,exp_1_zmin_50_k_30_i_10,2025-08-10 19:54:08,169351.48,360,0.0,0.8644,0.059,68.4893,0.0042,69.4194
11,exp_1_zmin_50_k_30_i_10,2025-08-10 19:55:18,169351.48,390,0.0,0.9625,0.0696,61.5577,0.0061,62.5979
12,exp_1_zmin_50_k_30_i_10,2025-08-10 19:56:20,169351.48,420,0.0,1.0279,0.0661,60.4477,0.003,61.5474
13,exp_1_zmin_50_k_30_i_10,2025-08-10 19:57:22,169351.48,450,0.0,1.0964,0.062,60.2017,0.0042,61.3665
14,exp_1_zmin_50_k_30_i_10,2025-08-10 19:58:24,169351.48,480,0.0,1.152,0.06,78.2638,0.004,79.4818
15,exp_1_zmin_50_k_30_i_10,2025-08-10 19:59:43,169351.48,509,0.0,1.2113,0.063,54.7707,0.003,56.048
16,exp_1_zmin_50_k_30_i_10,2025-08-10 20:00:39,169351.48,539,0.0,1.3533,0.071,75.2819,0.004,76.7132
17,exp_1_zmin_50_k_30_i_10,2025-08-10 20:01:56,169351.48,569,0.0,1.3344,0.0581,59.3707,0.004,60.7702
18,exp_1_zmin_50_k_30_i_10,2025-08-10 20:02:57,169351.48,599,0.0,1.4698,0.057,62.3372,0.003,63.871
19,exp_1_zmin_50_k_30_i_10,2025-08-10 20:04:01,169351.48,629,0.0,1.5265,0.0,0.0,0.0,1.5285
