experiment_name,step,metric,value,log_ids
post_cg_ga_exp_set_k500_001_GACG_0,initialization,input_columns,581,
post_cg_0,genetic_algorithm,ga_execution_time,81.34524416923523,202509012359177986190
post_cg_0,genetic_algorithm,best_cost,250191.8249344633,202509012359177986191
post_cg_0,genetic_algorithm,best_v,103.0,202509012359177986192
post_cg_0,genetic_algorithm,best_r,62.0,202509012359177986193
post_cg_0,genetic_algorithm,best_u,106.0,202509012359177986194
post_cg_0,genetic_algorithm,best_s,36.0,202509012359177986195
