Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,11,2025-09-01 20:13:00,186884.92,368,0.0,0.118,0.12,6.5173,0.006,0.001,6.7723
002,11,2025-09-01 20:13:00,186507.72,378,377.2,0.13,0.125,6.4285,0.016,0.0,6.7075
003,11,2025-09-01 20:13:00,186442.06,419,65.66,0.136,0.119,6.4564,0.014,0.002,6.7374
004,11,2025-09-01 20:13:00,186442.06,451,0.0,0.1698,0.1305,6.7418,0.01,0.001,7.0651
005,11,2025-09-01 20:13:00,186255.44,481,186.62,0.146,0.132,6.9726,0.011,0.001,7.2726
006,11,2025-09-01 20:13:00,186255.44,510,0.0,0.162,0.128,6.6584,0.013,0.001,6.9714
007,11,2025-09-01 20:13:00,186255.44,528,0.0,0.163,0.12,8.3891,0.011,0.001,8.6931
008,11,2025-09-01 20:13:00,186211.66,540,43.78,0.163,0.116,8.7138,0.01,0.0,9.0148
009,11,2025-09-01 20:13:00,186211.66,560,0.0,0.158,0.121,7.2655,0.006,0.001,7.5645
010,11,2025-09-01 20:13:00,186211.66,573,0.0,0.159,0.123,6.3238,0.006,0.001,6.6247
011,11,2025-09-01 20:13:00,186211.66,594,0.0,0.181,0.1284,7.3903,0.0123,0.001,7.7235
012,11,2025-09-01 20:13:00,186211.66,638,0.0,0.2155,0.119,6.994,0.009,0.001,7.3575
013,11,2025-09-01 20:13:00,186211.66,665,0.0,0.2177,0.1427,7.8195,0.01,0.001,8.2076
014,11,2025-09-01 20:13:00,186211.66,708,0.0,0.232,0.129,6.7699,0.01,0.001,7.1594
015,11,2025-09-01 20:13:00,186211.66,749,0.0,0.204,0.123,7.2129,0.0064,0.001,7.5608
016,11,2025-09-01 20:13:00,186164.81,774,46.85,0.2136,0.122,7.469,0.008,0.001,7.8281
017,11,2025-09-01 20:13:00,186027.78,802,137.03,0.273,0.128,8.4322,0.009,0.001,8.8582
018,11,2025-09-01 20:13:00,185823.09,843,204.69,0.215,0.119,6.6055,0.009,0.001,6.9645
019,11,2025-09-01 20:13:00,185699.43,888,123.66,0.217,0.12,7.4397,0.008,0.001,7.7997
020,11,2025-09-01 20:13:00,185645.82,935,53.61,0.228,0.117,7.8447,0.008,0.001,8.2127
