Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-12 23:42:27,40975.36,31,inf,0.263,0.0162,3.1965,0.0,3.4756
2,exp_0_zmin_50_k_10_i_10,2025-08-12 23:42:30,40975.36,37,0.0,0.1699,0.0104,3.3577,0.0,3.5388
3,exp_0_zmin_50_k_10_i_10,2025-08-12 23:42:34,40935.04,46,40.32,0.1568,0.0178,2.581,0.0,2.7568
4,exp_0_zmin_50_k_10_i_10,2025-08-12 23:42:36,40894.72,52,40.32,0.1518,0.0142,5.8204,0.0019,5.989
5,exp_0_zmin_50_k_10_i_10,2025-08-12 23:42:42,40894.72,62,0.0,0.2017,0.0104,7.032,0.0,7.2447
6,exp_0_zmin_50_k_10_i_10,2025-08-12 23:42:50,40894.72,72,0.0,0.1777,0.0117,4.0834,0.0,4.2732
7,exp_0_zmin_50_k_10_i_10,2025-08-12 23:42:54,40894.72,82,0.0,0.1816,0.0115,7.5656,0.0016,7.7609
8,exp_0_zmin_50_k_10_i_10,2025-08-12 23:43:02,40894.72,92,0.0,0.201,0.0095,5.05,0.0,5.2605
9,exp_0_zmin_50_k_10_i_10,2025-08-12 23:43:07,40894.72,95,0.0,0.2072,0.0091,2.1764,0.0,2.3937
10,exp_0_zmin_50_k_10_i_10,2025-08-12 23:43:09,40894.72,104,0.0,0.1905,0.0101,6.8067,0.0005,7.0085
11,exp_0_zmin_50_k_10_i_10,2025-08-12 23:43:16,40894.72,111,0.0,0.2143,0.0,0.0,0.0,0.2154
