Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-14 01:02:08,40975.36,31,inf,0.144,0.0042,13.046,0.0,13.2025
2,exp_0_zmin_50_k_10_i_10,2025-08-14 01:02:21,40975.36,39,0.0,0.1485,0.0103,14.6227,0.0,14.7816
3,exp_0_zmin_50_k_10_i_10,2025-08-14 01:02:36,40975.36,49,0.0,0.1957,0.0146,15.9188,0.0,16.1301
4,exp_0_zmin_50_k_10_i_10,2025-08-14 01:02:52,40975.36,59,0.0,0.1521,0.008,27.7442,0.002,27.9063
5,exp_0_zmin_50_k_10_i_10,2025-08-14 01:03:20,40975.36,69,0.0,0.1657,0.0105,17.874,0.0,18.0501
6,exp_0_zmin_50_k_10_i_10,2025-08-14 01:03:38,40894.72,79,80.64,0.2124,0.01,30.1456,0.001,30.3695
7,exp_0_zmin_50_k_10_i_10,2025-08-14 01:04:09,40894.72,89,0.0,0.1773,0.0105,14.7773,0.0019,14.968
8,exp_0_zmin_50_k_10_i_10,2025-08-14 01:04:24,40894.72,95,0.0,0.2031,0.0141,27.869,0.0,28.0883
9,exp_0_zmin_50_k_10_i_10,2025-08-14 01:04:52,40894.72,105,0.0,0.3625,0.0259,21.4287,0.001,21.8218
10,exp_0_zmin_50_k_10_i_10,2025-08-14 01:05:14,40894.72,113,0.0,0.1884,0.0098,20.8492,0.0,21.0474
11,exp_0_zmin_50_k_10_i_10,2025-08-14 01:05:35,40894.72,121,0.0,0.2625,0.0141,7.5241,0.0,7.8043
12,exp_0_zmin_50_k_10_i_10,2025-08-14 01:05:42,40894.72,128,0.0,0.2058,0.0126,22.4655,0.0,22.686
13,exp_0_zmin_50_k_10_i_10,2025-08-14 01:06:05,40894.72,133,0.0,0.2056,0.0083,17.147,0.0,17.3618
14,exp_0_zmin_50_k_10_i_10,2025-08-14 01:06:23,40894.72,143,0.0,0.2177,0.0111,27.7488,0.001,27.9791
15,exp_0_zmin_50_k_10_i_10,2025-08-14 01:06:51,40894.72,149,0.0,0.2056,0.012,18.1095,0.0,18.3289
16,exp_0_zmin_50_k_10_i_10,2025-08-14 01:07:09,40894.72,155,0.0,0.2084,0.0,0.0,0.0,0.2094
