Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,3,2025-10-25 20:28:53,145950.08,1376,1000000.0,0.4351,0.129,8.0498,0.008,0.008,8.6219
002,3,2025-10-25 20:28:53,145811.84,1397,138.24,0.4582,0.114,8.2937,0.011,0.011,8.8799
003,3,2025-10-25 20:28:53,145811.84,1418,0.0,0.5127,0.115,10.7762,0.006,0.006,11.411
004,3,2025-10-25 20:28:53,145769.95,1430,41.88,0.6114,0.125,8.0303,0.014,0.014,8.7827
005,3,2025-10-25 20:28:53,144028.63,1448,1741.32,0.5228,0.128,12.1807,0.008,0.008,12.8435
006,3,2025-10-25 20:28:53,142050.81,1470,1977.82,0.5647,0.168,10.2172,0.009,0.009,10.9604
007,3,2025-10-25 20:28:53,139836.87,1502,2213.94,0.6296,0.122,9.1355,0.005,0.005,9.8936
008,3,2025-10-25 20:28:53,138194.77,1529,1642.1,0.5847,0.133,10.2323,0.017,0.017,10.9691
009,3,2025-10-25 20:28:53,137405.01,1553,789.75,0.5428,0.117,9.5707,0.009,0.009,10.2415
010,3,2025-10-25 20:28:53,135736.22,1574,1668.79,0.5962,0.125,8.9759,0.01,0.01,9.7111
011,3,2025-10-25 20:28:53,135510.62,1596,225.6,0.5176,0.119,8.5127,0.015,0.015,9.1674
012,3,2025-10-25 20:28:53,134260.67,1619,1249.95,0.5815,0.106,9.124,0.014,0.014,9.8266
013,3,2025-10-25 20:28:53,133277.65,1642,983.02,0.5923,0.11,9.2677,0.008,0.008,9.979
014,3,2025-10-25 20:28:53,132789.03,1661,488.62,0.6106,0.113,9.6006,0.005,0.005,10.3312
015,3,2025-10-25 20:28:53,132130.62,1685,658.41,0.6162,0.117,8.7372,0.007,0.007,9.4804
016,3,2025-10-25 20:28:53,131172.97,1713,957.65,0.7211,0.105,8.9163,0.008,0.008,9.7514
017,3,2025-10-25 20:28:53,130367.92,1739,805.05,0.6269,0.107,9.1787,0.008,0.008,9.9225
018,3,2025-10-25 20:28:53,129521.83,1762,846.09,0.6368,0.108,7.5521,0.008,0.008,8.3079
019,3,2025-10-25 20:28:53,128747.68,1787,774.15,0.8208,0.123,8.8482,0.012,0.012,9.808
020,3,2025-10-25 20:28:53,127950.37,1811,797.31,0.761,0.1233,7.7053,0.005,0.005,8.5977
021,3,2025-10-25 20:28:53,127007.77,1824,942.6,0.6298,0.114,7.6437,0.024,0.024,8.4145
022,3,2025-10-25 20:28:53,126360.24,1847,647.54,0.8304,0.115,8.0942,0.006,0.006,9.0476
023,3,2025-10-25 20:28:53,125566.49,1870,793.75,0.6771,0.112,8.3498,0.015,0.015,9.157
024,3,2025-10-25 20:28:53,124822.73,1893,743.76,0.6889,0.142,8.5952,0.0074,0.0074,9.4365
025,3,2025-10-25 20:28:53,124242.82,1916,579.91,0.8546,0.117,8.2344,0.011,0.011,9.2215
026,3,2025-10-25 20:28:53,123394.7,1937,848.12,0.9214,0.1853,8.3259,0.006,0.006,9.4411
027,3,2025-10-25 20:28:53,122258.59,1948,1136.11,0.7451,0.115,7.6679,0.0077,0.0077,8.5397
028,3,2025-10-25 20:28:53,121555.11,1967,703.48,0.9304,0.133,8.0109,0.005,0.005,9.0822
029,3,2025-10-25 20:28:53,121075.93,1978,479.18,0.773,0.1588,6.8509,0.009,0.009,7.7937
030,3,2025-10-25 20:28:53,120722.3,2002,353.63,0.8968,0.15,8.0573,0.009,0.009,9.1171
031,3,2025-10-25 20:28:53,120547.11,2019,175.19,0.7986,0.127,8.3584,0.008,0.008,9.293
032,3,2025-10-25 20:28:53,119728.03,2032,819.08,0.7523,0.1162,7.9484,0.004,0.004,8.8239
033,3,2025-10-25 20:28:53,118911.55,2045,816.47,0.8337,0.1339,8.809,0.016,0.016,9.7975
034,3,2025-10-25 20:28:53,118650.83,2063,260.73,0.8575,0.1372,7.8964,0.006,0.006,8.8996
035,3,2025-10-25 20:28:53,118228.63,2082,422.2,0.7742,0.107,8.3131,0.009,0.009,9.2063
036,3,2025-10-25 20:28:53,117727.76,2100,500.87,0.9076,0.127,8.2316,0.008,0.008,9.2782
037,3,2025-10-25 20:28:53,117110.6,2120,617.16,0.8473,0.137,7.3564,0.008,0.008,8.3517
038,3,2025-10-25 20:28:53,116857.14,2148,253.46,0.9245,0.131,7.8132,0.009,0.009,8.8817
039,3,2025-10-25 20:28:53,116277.0,2172,580.14,0.8378,0.1269,7.1999,0.008,0.008,8.1756
040,3,2025-10-25 20:28:53,115936.93,2201,340.07,1.0569,0.14,8.5064,0.006,0.006,9.7123
041,3,2025-10-25 20:28:53,116272.55,2219,335.62,0.9279,0.111,7.7136,0.007,0.007,8.7635
042,3,2025-10-25 20:28:53,116003.62,2238,268.93,0.8683,0.099,6.7284,0.01,0.01,7.7087
043,3,2025-10-25 20:28:53,115560.56,2254,443.07,0.8499,0.12,6.9766,0.009,0.009,7.9576
044,3,2025-10-25 20:28:53,115212.99,2274,347.57,0.9941,0.132,7.7468,0.01,0.01,8.8849
045,3,2025-10-25 20:28:53,114855.53,2292,357.46,1.0173,0.106,7.5632,0.006,0.006,8.6964
046,3,2025-10-25 20:28:53,114650.85,2316,204.68,1.0268,0.1,7.779,0.009,0.009,8.9168
047,3,2025-10-25 20:28:53,114338.42,2340,312.43,1.0222,0.1,7.7651,0.0102,0.0102,8.9004
048,3,2025-10-25 20:28:53,114141.39,2359,197.03,1.034,0.108,7.2586,0.013,0.013,8.4178
049,3,2025-10-25 20:28:53,113993.78,2387,147.61,0.9777,0.101,7.6282,0.009,0.009,8.7219
050,3,2025-10-25 20:28:53,113791.35,2417,202.44,1.0366,0.109,8.7268,0.0101,0.0101,9.8865
051,3,2025-10-25 20:28:53,114316.75,2431,525.4,1.1446,0.169,7.6194,0.007,0.007,8.9431
052,3,2025-10-25 20:28:53,114019.13,2459,297.61,1.0362,0.125,7.2528,0.01,0.01,8.428
