Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,25,2025-10-26 03:24:14,147177.24,1400,1000000.0,0.409,0.12,8.2686,0.0141,0.0141,8.8122
002,25,2025-10-26 03:24:14,147047.64,1422,129.6,0.5291,0.1204,8.3767,0.0118,0.0118,9.0405
003,25,2025-10-26 03:24:14,146071.65,1447,975.99,0.5754,0.1548,9.2106,0.006,0.006,9.9503
004,25,2025-10-26 03:24:14,143760.18,1475,2311.47,0.519,0.2013,7.6256,0.0106,0.0106,8.359
005,25,2025-10-26 03:24:14,141940.05,1501,1820.14,0.5973,0.11,9.5774,0.0106,0.0106,10.2954
006,25,2025-10-26 03:24:14,141061.17,1518,878.87,0.5402,0.1317,9.3566,0.0,0.0,10.0363
007,25,2025-10-26 03:24:14,139482.93,1547,1578.24,0.5443,0.1242,9.3374,0.0218,0.0218,10.0287
008,25,2025-10-26 03:24:14,138106.43,1565,1376.5,0.5865,0.1285,9.3565,0.0127,0.0127,10.0852
009,25,2025-10-26 03:24:14,136934.33,1593,1172.1,0.5754,0.1211,10.273,0.0074,0.0074,10.9799
010,25,2025-10-26 03:24:14,135685.86,1624,1248.46,0.6373,0.1257,9.8466,0.0039,0.0039,10.615
011,25,2025-10-26 03:24:14,135465.77,1650,220.1,0.5552,0.128,8.2172,0.0038,0.0038,8.9042
012,25,2025-10-26 03:24:14,133850.85,1681,1614.92,0.6979,0.1072,9.1721,0.0,0.0,9.9772
013,25,2025-10-26 03:24:14,132889.07,1700,961.78,0.5976,0.1158,8.4983,0.004,0.004,9.2178
014,25,2025-10-26 03:24:14,132284.22,1731,604.85,0.6444,0.1199,7.8227,0.0169,0.0169,8.6038
015,25,2025-10-26 03:24:14,131685.34,1753,598.88,0.7184,0.1366,8.0075,0.0152,0.0152,8.8787
016,25,2025-10-26 03:24:14,130923.93,1774,761.41,0.6304,0.1038,8.1435,0.0132,0.0132,8.8908
017,25,2025-10-26 03:24:14,129558.75,1792,1365.18,0.7184,0.1446,7.2862,0.0,0.0,8.1492
018,25,2025-10-26 03:24:14,128435.49,1816,1123.26,0.6808,0.1083,7.1302,0.0078,0.0078,7.9271
019,25,2025-10-26 03:24:14,127734.06,1842,701.43,0.713,0.1035,7.3591,0.0198,0.0198,8.2021
020,25,2025-10-26 03:24:14,126761.6,1857,972.46,0.7658,0.1311,6.7745,0.0,0.0,7.6724
021,25,2025-10-26 03:24:14,125875.77,1883,885.83,0.6666,0.1074,7.0803,0.0125,0.0125,7.8726
022,25,2025-10-26 03:24:14,124460.66,1903,1415.11,0.6912,0.1065,7.4825,0.0188,0.0188,8.302
023,25,2025-10-26 03:24:14,123389.98,1929,1070.68,0.6968,0.1133,7.6742,0.0074,0.0074,8.4944
024,25,2025-10-26 03:24:14,122484.15,1957,905.82,0.7404,0.1155,7.8801,0.0,0.0,8.7369
025,25,2025-10-26 03:24:14,121662.05,1979,822.1,0.7919,0.1734,7.5129,0.0165,0.0165,8.4993
026,25,2025-10-26 03:24:14,120707.38,2004,954.67,0.8076,0.1203,7.432,0.0038,0.0038,8.3643
027,25,2025-10-26 03:24:14,120065.03,2022,642.35,0.8007,0.0983,6.8686,0.0138,0.0138,7.7834
028,25,2025-10-26 03:24:14,119385.87,2059,679.15,0.752,0.1216,7.4908,0.0122,0.0122,8.3804
029,25,2025-10-26 03:24:14,118907.29,2088,478.58,0.8501,0.1095,7.5955,0.0106,0.0106,8.5746
030,25,2025-10-26 03:24:14,118541.84,2110,365.45,0.841,0.1046,7.9889,0.0057,0.0057,8.9416
031,25,2025-10-26 03:24:14,118348.18,2137,193.66,0.7234,0.0979,6.9821,0.0126,0.0126,7.817
032,25,2025-10-26 03:24:14,117903.48,2162,444.69,0.7747,0.1101,7.7202,0.0121,0.0121,8.6187
033,25,2025-10-26 03:24:14,117540.61,2190,362.88,0.922,0.1232,7.2187,0.004,0.004,8.2723
034,25,2025-10-26 03:24:14,117123.6,2214,417.01,0.8157,0.107,7.5345,0.0,0.0,8.4572
035,25,2025-10-26 03:24:14,116827.15,2240,296.45,0.9759,0.0982,7.9894,0.0104,0.0104,9.089
036,25,2025-10-26 03:24:14,116262.64,2261,564.51,0.8147,0.097,7.807,0.0069,0.0069,8.7277
037,25,2025-10-26 03:24:14,115924.4,2292,338.24,0.8749,0.1114,7.8329,0.0071,0.0071,8.8263
038,25,2025-10-26 03:24:14,115612.42,2324,311.99,0.976,0.1011,7.951,0.0,0.0,9.0322
039,25,2025-10-26 03:24:14,115299.6,2357,312.81,0.8799,0.1402,8.2364,0.0,0.0,9.2669
040,25,2025-10-26 03:24:14,114654.68,2380,644.92,1.0578,0.1297,7.1137,0.0025,0.0025,8.3047
041,25,2025-10-26 03:24:14,114911.87,2411,257.19,0.9213,0.1087,7.5464,0.0,0.0,8.5763
042,25,2025-10-26 03:24:14,114378.49,2426,533.38,0.8979,0.0917,7.3376,0.0046,0.0046,8.3328
043,25,2025-10-26 03:24:14,114080.81,2441,297.68,0.9285,0.1395,7.8314,0.0106,0.0106,8.9116
044,25,2025-10-26 03:24:14,113835.94,2471,244.87,0.9742,0.0951,7.2138,0.0072,0.0072,8.2923
045,25,2025-10-26 03:24:14,113593.56,2500,242.38,0.9532,0.092,7.8472,0.0112,0.0112,8.9046
046,25,2025-10-26 03:24:14,113238.01,2529,355.55,1.0411,0.0929,7.5413,0.006,0.006,8.6829
047,25,2025-10-26 03:24:14,112975.24,2559,262.77,1.0338,0.1098,8.0597,0.0058,0.0058,9.2139
048,25,2025-10-26 03:24:14,112681.4,2589,293.85,0.9582,0.0897,7.4659,0.0123,0.0123,8.5271
049,25,2025-10-26 03:24:14,112432.85,2621,248.54,1.1303,0.1155,7.6381,0.0,0.0,8.8839
050,25,2025-10-26 03:24:14,112186.03,2636,246.82,1.0408,0.1255,7.6062,0.0114,0.0114,8.7839
051,25,2025-10-26 03:24:14,112220.17,2657,34.14,0.97,0.1044,6.6812,0.0058,0.0058,7.7623
052,25,2025-10-26 03:24:14,111983.24,2683,236.93,0.9692,0.0886,6.9629,0.0096,0.0096,8.0342
053,25,2025-10-26 03:24:14,111747.31,2714,235.93,1.2108,0.1266,7.5666,0.0057,0.0057,8.9117
054,25,2025-10-26 03:24:14,111587.6,2751,159.71,1.0022,0.0971,7.5573,0.0119,0.0119,8.6711
055,25,2025-10-26 03:24:14,111379.28,2779,208.32,1.1387,0.0888,8.7261,0.0176,0.0176,9.9711
056,25,2025-10-26 03:24:14,111190.27,2812,189.01,1.1443,0.1618,7.55,0.002,0.002,8.8592
057,25,2025-10-26 03:24:14,111057.83,2836,132.44,1.1154,0.094,8.1915,0.0,0.0,9.4169
058,25,2025-10-26 03:24:14,110923.42,2853,134.41,1.2345,0.1782,7.1925,0.0162,0.0162,8.6254
059,25,2025-10-26 03:24:14,110770.5,2880,152.91,1.1317,0.0914,8.929,0.0,0.0,10.1678
060,25,2025-10-26 03:24:14,110589.04,2912,181.47,1.1632,0.0964,8.5811,0.0112,0.0112,9.8539
061,25,2025-10-26 03:24:14,110657.58,2932,68.54,1.1157,0.1043,7.435,0.0054,0.0054,8.6604
062,25,2025-10-26 03:24:14,110409.93,2950,247.64,1.2929,0.1032,7.0982,0.005,0.005,8.5013
063,25,2025-10-26 03:24:14,110208.73,2976,201.2,1.1601,0.0969,7.503,0.008,0.008,8.7764
064,25,2025-10-26 03:24:14,109982.28,2993,226.45,1.2538,0.0905,7.5239,0.008,0.008,8.8761
065,25,2025-10-26 03:24:14,109871.01,3016,111.27,1.2152,0.1313,7.1059,0.0059,0.0059,8.4604
066,25,2025-10-26 03:24:14,109702.49,3045,168.52,1.2692,0.1028,7.3538,0.0081,0.0081,8.7359
067,25,2025-10-26 03:24:14,109576.59,3078,125.9,1.0827,0.124,7.5347,0.0047,0.0047,8.7492
068,25,2025-10-26 03:24:14,109375.07,3117,201.51,1.1747,0.0846,8.3363,0.0076,0.0076,9.6057
069,25,2025-10-26 03:24:14,109222.01,3140,153.07,1.2758,0.0991,7.9614,0.0088,0.0088,9.3535
070,25,2025-10-26 03:24:14,109111.12,3167,110.88,1.2985,0.0945,7.6948,0.0135,0.0135,9.1023
071,25,2025-10-26 03:24:14,109401.85,3187,290.73,1.2075,0.1391,7.3703,0.0078,0.0078,8.7277
072,25,2025-10-26 03:24:14,109185.15,3214,216.7,1.1981,0.1022,7.7432,0.0096,0.0096,9.0551
073,25,2025-10-26 03:24:14,108957.59,3237,227.57,1.2935,0.0828,7.3131,0.009,0.009,8.7197
074,25,2025-10-26 03:24:14,108841.6,3264,115.99,1.1937,0.0729,7.9779,0.0,0.0,9.2445
075,25,2025-10-26 03:24:14,108643.81,3289,197.79,1.3095,0.1103,7.8136,0.0095,0.0095,9.246
076,25,2025-10-26 03:24:14,108499.93,3310,143.88,1.3905,0.1005,6.672,0.0063,0.0063,8.1704
077,25,2025-10-26 03:24:14,108340.87,3335,159.06,1.2209,0.1014,7.2832,0.004,0.004,8.6146
078,25,2025-10-26 03:24:14,108222.26,3362,118.61,1.4585,0.0914,7.3047,0.0098,0.0098,8.8644
079,25,2025-10-26 03:24:14,108059.93,3392,162.33,1.2384,0.1352,8.6189,0.0075,0.0075,10.0036
080,25,2025-10-26 03:24:14,107856.13,3423,203.8,1.3015,0.1329,7.6089,0.0094,0.0094,9.0553
081,25,2025-10-26 03:24:14,108255.31,3452,399.18,1.2566,0.0998,7.3746,0.0145,0.0145,8.7455
082,25,2025-10-26 03:24:14,107890.61,3478,364.7,1.5191,0.0986,7.5433,0.004,0.004,9.1681
083,25,2025-10-26 03:24:14,107711.32,3507,179.28,1.4138,0.1447,8.0212,0.006,0.006,9.5879
084,25,2025-10-26 03:24:14,107540.91,3537,170.41,1.3919,0.1381,7.4479,0.0072,0.0072,8.988
085,25,2025-10-26 03:24:14,107452.51,3561,88.41,1.4239,0.077,6.6828,0.0106,0.0106,8.1943
086,25,2025-10-26 03:24:14,107322.75,3586,129.76,1.4939,0.1614,7.7018,0.0,0.0,9.3631
087,25,2025-10-26 03:24:14,107221.05,3608,101.7,1.4253,0.0788,7.0439,0.007,0.007,8.556
088,25,2025-10-26 03:24:14,107105.09,3633,115.95,1.5601,0.0803,8.567,0.0038,0.0038,10.2112
089,25,2025-10-26 03:24:14,106972.62,3658,132.47,1.5862,0.0788,7.2399,0.0058,0.0058,8.9263
090,25,2025-10-26 03:24:14,106825.26,3680,147.36,1.5215,0.0917,7.3104,0.004,0.004,8.9327
091,25,2025-10-26 03:24:14,107301.48,3708,476.22,1.397,0.1057,6.9985,0.0118,0.0118,8.5201
092,25,2025-10-26 03:24:14,107091.55,3727,209.93,1.6036,0.0946,7.4208,0.002,0.002,9.1241
093,25,2025-10-26 03:24:14,107005.88,3751,85.67,1.5964,0.1021,7.9108,0.0117,0.0117,9.6274
094,25,2025-10-26 03:24:14,106823.13,3780,182.75,1.6204,0.0864,8.0617,0.0,0.0,9.7695
095,25,2025-10-26 03:24:14,106665.77,3817,157.36,1.699,0.0815,7.7822,0.004,0.004,9.5767
096,25,2025-10-26 03:24:14,106510.73,3856,155.05,1.5871,0.0987,8.1832,0.004,0.004,9.875
097,25,2025-10-26 03:24:14,106436.35,3888,74.38,1.735,0.1126,8.2252,0.004,0.004,10.0809
098,25,2025-10-26 03:24:14,106311.64,3913,124.71,1.974,0.1126,7.4793,0.006,0.006,9.576
099,25,2025-10-26 03:24:14,106175.83,3948,135.8,1.8171,0.0912,8.1939,0.0037,0.0037,10.1079
100,25,2025-10-26 03:24:14,106090.87,3972,84.96,1.5382,0.1283,7.8102,0.002,0.002,9.4817
