Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,2,2025-10-25 20:09:27,149568.25,1399,1000000.0,0.4412,0.1613,8.3103,0.01,0.01,8.9254
002,2,2025-10-25 20:09:27,149470.33,1420,97.92,0.4415,0.117,8.4602,0.0119,0.0119,9.0337
003,2,2025-10-25 20:09:27,149470.33,1441,0.0,0.4997,0.165,8.6611,0.012,0.012,9.3413
004,2,2025-10-25 20:09:27,149470.33,1457,0.0,0.6201,0.2142,8.3211,0.015,0.015,9.1723
005,2,2025-10-25 20:09:27,148887.2,1487,583.13,0.5808,0.123,10.1161,0.01,0.01,10.8339
006,2,2025-10-25 20:09:27,146058.01,1508,2829.19,0.6192,0.13,9.6277,0.016,0.016,10.3949
007,2,2025-10-25 20:09:27,144719.25,1540,1338.76,0.5585,0.126,9.3002,0.008,0.008,9.9948
008,2,2025-10-25 20:09:27,142990.78,1562,1728.47,0.5848,0.126,9.0359,0.01,0.01,9.7597
009,2,2025-10-25 20:09:27,140810.05,1592,2180.72,0.6092,0.12,8.3738,0.01,0.01,9.114
010,2,2025-10-25 20:09:27,138545.35,1625,2264.7,0.7616,0.124,9.6115,0.006,0.006,10.5072
011,2,2025-10-25 20:09:27,136957.95,1646,1587.4,0.5948,0.13,8.9894,0.021,0.021,9.7442
012,2,2025-10-25 20:09:27,135881.38,1676,1076.57,0.6867,0.223,13.3032,0.008,0.008,14.2229
013,2,2025-10-25 20:09:27,134541.19,1704,1340.19,0.6753,0.13,11.2759,0.01,0.01,12.0943
014,2,2025-10-25 20:09:27,133567.25,1731,973.94,0.6988,0.114,9.0348,0.014,0.014,9.8646
015,2,2025-10-25 20:09:27,132473.27,1760,1093.98,0.6985,0.116,8.8097,0.017,0.017,9.6442
016,2,2025-10-25 20:09:27,131418.3,1784,1054.97,0.7151,0.136,8.2943,0.008,0.008,9.1557
017,2,2025-10-25 20:09:27,130661.77,1800,756.53,0.8062,0.1494,8.0634,0.009,0.009,9.0306
018,2,2025-10-25 20:09:27,130070.9,1825,590.87,0.6759,0.117,9.0793,0.008,0.008,9.8822
019,2,2025-10-25 20:09:27,129140.24,1852,930.66,0.6993,0.114,8.3097,0.008,0.008,9.1349
020,2,2025-10-25 20:09:27,128129.62,1872,1010.62,0.768,0.13,10.2686,0.014,0.014,11.1836
021,2,2025-10-25 20:09:27,127344.63,1901,784.98,0.7474,0.129,7.7772,0.019,0.019,8.6815
022,2,2025-10-25 20:09:27,126559.29,1933,785.34,0.6709,0.115,8.5058,0.008,0.008,9.3037
023,2,2025-10-25 20:09:27,125559.64,1954,999.65,0.7695,0.114,8.2388,0.017,0.017,9.1423
024,2,2025-10-25 20:09:27,124848.1,1970,711.53,0.8425,0.14,8.2934,0.013,0.013,9.2919
025,2,2025-10-25 20:09:27,124157.98,1985,690.12,0.854,0.117,9.3304,0.014,0.014,10.3164
026,2,2025-10-25 20:09:27,123750.33,2013,407.65,0.9048,0.126,8.186,0.005,0.005,9.2247
027,2,2025-10-25 20:09:27,123220.69,2034,529.64,0.8188,0.1591,8.8116,0.02,0.02,9.8124
028,2,2025-10-25 20:09:27,122521.75,2054,698.94,0.809,0.1458,7.6033,0.007,0.007,8.5692
029,2,2025-10-25 20:09:27,121995.56,2076,526.19,0.857,0.108,8.4418,0.017,0.017,9.4268
030,2,2025-10-25 20:09:27,121126.64,2100,868.92,0.9623,0.128,9.4382,0.013,0.013,10.5445
031,2,2025-10-25 20:09:27,120527.45,2119,599.19,0.7438,0.121,7.1948,0.009,0.009,8.0696
032,2,2025-10-25 20:09:27,119983.68,2132,543.77,0.8258,0.1327,7.7303,0.0104,0.0104,8.7072
033,2,2025-10-25 20:09:27,119359.18,2159,624.5,0.8163,0.122,8.5926,0.006,0.006,9.5428
034,2,2025-10-25 20:09:27,118951.67,2177,407.51,0.9137,0.114,8.8383,0.0164,0.0164,9.8849
035,2,2025-10-25 20:09:27,118733.87,2193,217.8,1.0016,0.118,7.1336,0.006,0.006,8.2608
036,2,2025-10-25 20:09:27,118317.84,2225,416.02,0.8424,0.115,8.9159,0.012,0.012,9.8893
037,2,2025-10-25 20:09:27,117913.54,2247,404.31,0.861,0.103,7.4318,0.007,0.007,8.4058
038,2,2025-10-25 20:09:27,117344.5,2277,569.04,1.0546,0.108,8.963,0.0147,0.0147,10.1448
039,2,2025-10-25 20:09:27,117013.78,2311,330.72,1.0059,0.114,9.1165,0.005,0.005,10.2439
040,2,2025-10-25 20:09:27,116708.25,2344,305.54,1.0074,0.11,9.0241,0.005,0.005,10.1495
041,2,2025-10-25 20:09:27,116711.68,2373,3.44,0.8479,0.1,8.4836,0.006,0.006,9.4395
