Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,27,2025-10-26 03:59:46,151200.76,1436,1000000.0,0.4194,0.1778,8.5689,0.0062,0.0062,9.1739
002,27,2025-10-26 03:59:46,151037.17,1457,163.58,0.4769,0.1327,9.2265,0.0086,0.0086,9.8456
003,27,2025-10-26 03:59:46,148435.89,1482,2601.29,0.588,0.1208,8.7898,0.0117,0.0117,9.5133
004,27,2025-10-26 03:59:46,146570.06,1507,1865.83,0.4855,0.1101,9.8095,0.0104,0.0104,10.4155
005,27,2025-10-26 03:59:46,144085.55,1538,2484.51,0.6693,0.1484,9.2685,0.0,0.0,10.0873
006,27,2025-10-26 03:59:46,142678.83,1564,1406.72,0.5713,0.1218,8.5432,0.0196,0.0196,9.3018
007,27,2025-10-26 03:59:46,139984.64,1590,2694.19,0.6629,0.1465,8.6143,0.0103,0.0103,9.435
008,27,2025-10-26 03:59:46,137810.78,1610,2173.86,0.6447,0.1128,8.901,0.004,0.004,9.6662
009,27,2025-10-26 03:59:46,136880.22,1634,930.56,0.6554,0.1381,8.7348,0.0132,0.0132,9.5461
010,27,2025-10-26 03:59:46,135816.34,1650,1063.88,0.6787,0.1265,7.8564,0.0061,0.0061,8.6706
011,27,2025-10-26 03:59:46,134901.6,1667,914.74,0.576,0.1324,10.2814,0.0106,0.0106,11.0034
012,27,2025-10-26 03:59:46,133960.18,1690,941.42,0.6373,0.1191,8.0742,0.0,0.0,8.8316
013,27,2025-10-26 03:59:46,133118.63,1706,841.56,0.6879,0.2262,7.5519,0.0119,0.0119,8.4805
014,27,2025-10-26 03:59:46,132526.36,1725,592.27,0.6234,0.1236,9.246,0.0086,0.0086,10.0036
015,27,2025-10-26 03:59:46,131811.42,1758,714.94,0.8397,0.1212,9.8794,0.002,0.002,10.8444
016,27,2025-10-26 03:59:46,130758.52,1779,1052.9,0.7526,0.1355,8.765,0.0,0.0,9.6544
017,27,2025-10-26 03:59:46,129723.74,1804,1034.77,0.6958,0.1637,8.4891,0.0096,0.0096,9.3603
018,27,2025-10-26 03:59:46,128500.96,1832,1222.79,0.664,0.1329,8.6274,0.0168,0.0168,9.4411
019,27,2025-10-26 03:59:46,127479.47,1853,1021.49,0.8114,0.1249,9.3084,0.0281,0.0281,10.2747
020,27,2025-10-26 03:59:46,126469.12,1870,1010.35,0.7834,0.1214,8.6344,0.0175,0.0175,9.5587
021,27,2025-10-26 03:59:46,125978.4,1889,490.73,0.5814,0.0984,8.0072,0.014,0.014,8.7021
022,27,2025-10-26 03:59:46,125313.83,1919,664.57,0.8386,0.1246,8.4989,0.006,0.006,9.4719
023,27,2025-10-26 03:59:46,124288.86,1943,1024.97,0.8587,0.173,8.5115,0.005,0.005,9.5542
024,27,2025-10-26 03:59:46,123409.37,1958,879.49,0.7879,0.1486,7.913,0.0096,0.0096,8.8656
025,27,2025-10-26 03:59:46,122771.23,1980,638.14,0.8187,0.1207,7.8562,0.0079,0.0079,8.8082
026,27,2025-10-26 03:59:46,121940.19,2003,831.04,0.8206,0.1248,6.894,0.0158,0.0158,7.8572
027,27,2025-10-26 03:59:46,121291.65,2030,648.54,0.8396,0.1033,7.9522,0.0056,0.0056,8.9007
028,27,2025-10-26 03:59:46,120823.4,2057,468.25,0.7584,0.1523,7.5337,0.015,0.015,8.4615
029,27,2025-10-26 03:59:46,120186.8,2084,636.6,0.9247,0.1114,7.4007,0.0,0.0,8.4383
030,27,2025-10-26 03:59:46,119600.7,2101,586.1,0.8244,0.1071,8.8237,0.012,0.012,9.7673
031,27,2025-10-26 03:59:46,120148.58,2125,547.88,0.6896,0.1054,7.7026,0.0,0.0,8.4987
032,27,2025-10-26 03:59:46,119405.7,2149,742.88,0.9827,0.1264,7.3737,0.0058,0.0058,8.4886
033,27,2025-10-26 03:59:46,118979.51,2172,426.19,0.8096,0.1032,6.7293,0.002,0.002,7.6441
034,27,2025-10-26 03:59:46,118462.62,2194,516.89,0.884,0.1181,7.3223,0.0166,0.0166,8.342
035,27,2025-10-26 03:59:46,117947.54,2208,515.08,1.0143,0.1178,6.8796,0.0078,0.0078,8.0215
036,27,2025-10-26 03:59:46,117666.57,2233,280.97,0.891,0.1128,7.9097,0.0089,0.0089,8.9223
037,27,2025-10-26 03:59:46,117073.81,2256,592.76,0.9676,0.1103,8.8518,0.0198,0.0198,9.9525
038,27,2025-10-26 03:59:46,116674.0,2272,399.81,0.9347,0.0994,8.3881,0.0,0.0,9.4241
039,27,2025-10-26 03:59:46,116356.64,2298,317.36,0.9063,0.1008,8.0986,0.0059,0.0059,9.1263
040,27,2025-10-26 03:59:46,115904.58,2324,452.06,0.9203,0.1252,8.4184,0.0,0.0,9.4674
041,27,2025-10-26 03:59:46,116599.05,2335,694.47,0.834,0.1438,6.4494,0.0046,0.0046,7.4401
042,27,2025-10-26 03:59:46,116065.04,2358,534.01,0.8709,0.1092,6.7481,0.0078,0.0078,7.7375
043,27,2025-10-26 03:59:46,115640.73,2378,424.32,0.9763,0.1083,6.6275,0.0102,0.0102,7.7274
044,27,2025-10-26 03:59:46,115335.21,2412,305.51,0.9306,0.1037,7.3291,0.0129,0.0129,8.3783
045,27,2025-10-26 03:59:46,114996.65,2435,338.56,1.1586,0.1234,8.3088,0.0101,0.0101,9.6028
046,27,2025-10-26 03:59:46,114738.52,2461,258.13,0.9376,0.1017,8.0197,0.0058,0.0058,9.0685
047,27,2025-10-26 03:59:46,114462.4,2493,276.12,0.9477,0.1062,8.8113,0.0091,0.0091,9.8762
048,27,2025-10-26 03:59:46,114170.9,2527,291.5,0.9224,0.0957,7.9056,0.0058,0.0058,8.9352
