log_ids,experiment_name,step,metric,value
202510011022496574980,3,initial_solution,solution_generation_time,3.0270211696624756
202510011022496574981,3,initial_solution,total_generated_columns,116.0
202510011024139808273,3,preprocessing_and_transformations,pool_deduplication_run_time,0.001747
202510011024139808270,3,initial_solution,pool_solution_generation_time,79.50460767745972
202510011024139808271,3,initial_solution,pool_total_generated_columns,2697.0
202510011026029305620,3,genetic_algorithm,ga_execution_time,108.94973516464233
202510011026029364691,3,genetic_algorithm,best_cost,1486374.8402678636
202510011026029364692,3,genetic_algorithm,best_fitness,555.572992451403
202510011026029364693,3,genetic_algorithm,best_v,1253.0
202510011026029364694,3,genetic_algorithm,best_r,2785.0
202510011026029364695,3,genetic_algorithm,best_u,0.0
202510011026029364696,3,genetic_algorithm,best_s,760.0
202510011026029786803,3,preprocessing_and_transformations,combination_deduplication_run_time,0.042211
202510011026084002430,3,graph_build,graph_build_time,5.235978364944458
202510011026084002431,3,graph_build,number_of_nodes,520.0
202510011026084002432,3,graph_build,number_of_edges,117326.0
202510011026247722830,3,column_generation,column_generation_time,16.372039794921875
202510011026247722831,3,column_generation,number_of_iterations,2
202510011026247722832,3,column_generation,start_objective,146268.99562375798
202510011026247722833,3,column_generation,final_objective,146203.33162375775
202510011026247722834,3,column_generation,is_optimal,False
202510011026247722835,3,column_generation,total_columns_generated,52
202510011026247722836,3,column_generation,total_reduced_cost,-376766.6991611525
