Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,28,2025-10-26 04:18:47,147390.97,1429,1000000.0,0.5094,0.1253,8.0358,0.0047,0.0047,8.6782
002,28,2025-10-26 04:18:47,146409.36,1441,981.61,0.5044,0.1084,7.3328,0.0152,0.0152,7.9776
003,28,2025-10-26 04:18:47,145003.45,1462,1405.91,0.5047,0.1636,8.3365,0.0126,0.0126,9.0184
004,28,2025-10-26 04:18:47,142339.66,1485,2663.79,0.4684,0.1149,7.5394,0.0089,0.0089,8.1329
005,28,2025-10-26 04:18:47,139822.53,1515,2517.13,0.5328,0.1527,7.2864,0.0048,0.0048,7.981
006,28,2025-10-26 04:18:47,138366.09,1539,1456.44,0.5701,0.1222,8.1529,0.004,0.004,8.8498
007,28,2025-10-26 04:18:47,137498.21,1556,867.88,0.5951,0.1113,8.8533,0.0,0.0,9.567
008,28,2025-10-26 04:18:47,136327.08,1572,1171.12,0.549,0.1056,6.7123,0.0179,0.0179,7.3858
009,28,2025-10-26 04:18:47,135395.83,1600,931.26,0.6112,0.1089,8.8905,0.0108,0.0108,9.6223
010,28,2025-10-26 04:18:47,134105.41,1625,1290.42,0.5801,0.1118,8.1941,0.0097,0.0097,8.8998
011,28,2025-10-26 04:18:47,133528.11,1643,577.3,0.5094,0.1253,7.3337,0.0128,0.0128,7.9832
012,28,2025-10-26 04:18:47,132086.85,1673,1441.26,0.606,0.1103,7.7749,0.0069,0.0069,8.498
013,28,2025-10-26 04:18:47,131012.27,1697,1074.58,0.6931,0.1071,8.3217,0.0076,0.0076,9.1316
014,28,2025-10-26 04:18:47,130067.45,1720,944.82,0.6708,0.1397,7.2857,0.0097,0.0097,8.1079
015,28,2025-10-26 04:18:47,129261.09,1742,806.36,0.7396,0.1117,8.424,0.0091,0.0091,9.2856
016,28,2025-10-26 04:18:47,127979.96,1765,1281.13,0.7279,0.1523,7.888,0.0159,0.0159,8.7855
017,28,2025-10-26 04:18:47,127252.72,1801,727.24,0.658,0.1215,7.9315,0.0,0.0,8.7178
018,28,2025-10-26 04:18:47,126038.91,1829,1213.81,0.7936,0.1138,7.8085,0.0092,0.0092,8.7377
019,28,2025-10-26 04:18:47,125024.75,1846,1014.16,0.6939,0.1282,8.9866,0.0117,0.0117,9.8278
020,28,2025-10-26 04:18:47,124046.94,1872,977.81,0.762,0.1259,8.8325,0.0149,0.0149,9.7363
021,28,2025-10-26 04:18:47,123894.32,1891,152.63,0.5968,0.1193,7.4781,0.0126,0.0126,8.213
022,28,2025-10-26 04:18:47,122872.18,1911,1022.14,0.8264,0.1191,9.2537,0.0297,0.0297,10.2386
023,28,2025-10-26 04:18:47,122421.49,1922,450.68,0.752,0.1034,9.7607,0.0,0.0,10.617
024,28,2025-10-26 04:18:47,121946.66,1944,474.83,0.7529,0.1242,7.8982,0.02,0.02,8.8099
025,28,2025-10-26 04:18:47,121212.24,1961,734.43,0.8468,0.1055,8.6927,0.0158,0.0158,9.6623
026,28,2025-10-26 04:18:47,120475.62,1988,736.62,0.8237,0.1298,8.0957,0.006,0.006,9.0577
027,28,2025-10-26 04:18:47,119859.75,2013,615.87,0.791,0.1641,7.9834,0.0138,0.0138,8.954
028,28,2025-10-26 04:18:47,119395.23,2032,464.53,0.7486,0.1163,8.8573,0.0,0.0,9.7339
029,28,2025-10-26 04:18:47,119044.16,2058,351.07,0.7941,0.1113,8.0712,0.0056,0.0056,8.9859
030,28,2025-10-26 04:18:47,118667.05,2077,377.11,0.9067,0.1284,8.4048,0.0038,0.0038,9.4587
031,28,2025-10-26 04:18:47,118635.91,2105,31.14,0.8692,0.1351,11.0454,0.0078,0.0078,12.0611
032,28,2025-10-26 04:18:47,118072.79,2131,563.12,0.8352,0.1355,8.65,0.0113,0.0113,9.6374
