Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-13 21:20:23,40975.36,31,inf,0.149,0.01,14.8106,0.0022,14.9724
2,exp_0_zmin_50_k_10_i_10,2025-08-13 21:20:38,40975.36,37,0.0,0.1794,0.0109,15.0456,0.001,15.2385
3,exp_0_zmin_50_k_10_i_10,2025-08-13 21:20:54,40935.04,45,40.32,0.2032,0.0107,13.9653,0.001,14.1827
4,exp_0_zmin_50_k_10_i_10,2025-08-13 21:21:08,40935.04,55,0.0,0.1551,0.014,35.1608,0.0,35.3309
5,exp_0_zmin_50_k_10_i_10,2025-08-13 21:21:43,40935.04,65,0.0,0.1557,0.011,15.3548,0.002,15.5255
6,exp_0_zmin_50_k_10_i_10,2025-08-13 21:21:59,40935.04,75,0.0,0.1832,0.012,23.1179,0.001,23.3151
7,exp_0_zmin_50_k_10_i_10,2025-08-13 21:22:22,40894.72,82,40.32,0.1664,0.009,25.757,0.001,25.9334
8,exp_0_zmin_50_k_10_i_10,2025-08-13 21:22:48,40894.72,87,0.0,0.1747,0.015,7.5775,0.001,7.7702
9,exp_0_zmin_50_k_10_i_10,2025-08-13 21:22:56,40894.72,92,0.0,0.184,0.01,10.8347,0.001,11.0317
10,exp_0_zmin_50_k_10_i_10,2025-08-13 21:23:07,40894.72,102,0.0,0.285,0.014,15.918,0.001,16.22
11,exp_0_zmin_50_k_10_i_10,2025-08-13 21:23:23,40894.72,109,0.0,0.195,0.0,0.0,0.0,0.195
