Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-12 23:04:47,40975.36,31,inf,0.2436,0.0182,3.7144,0.001,3.9797
2,exp_0_zmin_50_k_10_i_10,2025-08-12 23:04:51,40975.36,41,0.0,0.19,0.011,4.962,0.001,5.166
3,exp_0_zmin_50_k_10_i_10,2025-08-12 23:04:56,40975.36,51,0.0,0.2349,0.016,4.2764,0.001,4.5283
4,exp_0_zmin_50_k_10_i_10,2025-08-12 23:05:01,40975.36,61,0.0,0.2419,0.0105,7.2799,0.001,7.5366
5,exp_0_zmin_50_k_10_i_10,2025-08-12 23:05:08,40975.36,71,0.0,0.1689,0.01,7.0307,0.002,7.2127
6,exp_0_zmin_50_k_10_i_10,2025-08-12 23:05:15,40975.36,81,0.0,0.1878,0.014,6.3164,0.0011,6.5218
7,exp_0_zmin_50_k_10_i_10,2025-08-12 23:05:22,40975.36,91,0.0,0.2565,0.011,6.319,0.0009,6.5889
8,exp_0_zmin_50_k_10_i_10,2025-08-12 23:05:28,40975.36,101,0.0,0.198,0.01,5.3793,0.0013,5.5926
9,exp_0_zmin_50_k_10_i_10,2025-08-12 23:05:34,40975.36,111,0.0,0.2094,0.012,5.1498,0.002,5.3752
10,exp_0_zmin_50_k_10_i_10,2025-08-12 23:05:40,40975.36,121,0.0,0.2553,0.014,7.0606,0.0017,7.3326
11,exp_0_zmin_50_k_10_i_10,2025-08-12 23:05:47,40963.27,131,12.1,0.2525,0.0,0.0,0.0,0.2525
