log_ids,experiment_name,step,metric,value
202509280302067467990,9_pop200,initial_solution,solution_generation_time,5.451406240463257
202509280302067467991,9_pop200,initial_solution,total_generated_columns,120.0
202509280302573314419_pop200,9_pop200,preprocessing_and_transformations,pool_deduplication_run_time,0.0
202509280302573785000,9_pop200,initial_solution,pool_solution_generation_time,47.950716733932495
202509280302573785001,9_pop200,initial_solution,pool_total_generated_columns,1497.0
202509280305280064130,9_pop200,genetic_algorithm,ga_execution_time,150.62663912773132
202509280305280074541,9_pop200,genetic_algorithm,best_cost,619527.3713940324
202509280305280074542,9_pop200,genetic_algorithm,best_fitness,11524664.087483961
202509280305280074543,9_pop200,genetic_algorithm,best_v,613.0
202509280305280074544,9_pop200,genetic_algorithm,best_r,442.0
202509280305280074545,9_pop200,genetic_algorithm,best_u,2.0
202509280305280074546,9_pop200,genetic_algorithm,best_s,553.0
202509280305280114579_pop200,9_pop200,preprocessing_and_transformations,combination_deduplication_run_time,0.002006
202509280305336391500,9_pop200,graph_build,graph_build_time,5.379427194595337
202509280305336391501,9_pop200,graph_build,number_of_nodes,520.0
202509280305336391502,9_pop200,graph_build,number_of_edges,117326.0
202509280308360354380,9_pop200,column_generation,column_generation_time,182.39628839492798
202509280308360354381,9_pop200,column_generation,number_of_iterations,23
202509280308360354382,9_pop200,column_generation,start_objective,150341.35761847626
202509280308360354383,9_pop200,column_generation,final_objective,148390.23858687154
202509280308360361514,9_pop200,column_generation,is_optimal,False
202509280308360361515,9_pop200,column_generation,total_columns_generated,692
202509280308360361516,9_pop200,column_generation,total_reduced_cost,-5311263.927031498
