Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,13,2025-08-31 08:43:33,234490.82,414,0.0,0.1488,0.1113,169.2808,0.004,0.001,169.5525
002,13,2025-08-31 08:43:33,232000.46,444,2490.36,0.1273,0.1243,107.3955,0.007,0.001,107.6628
003,13,2025-08-31 08:43:33,232000.46,458,0.0,0.1443,0.1061,120.6951,0.005,0.001,120.9601
004,13,2025-08-31 08:43:33,232000.46,471,0.0,0.1321,0.1092,95.1748,0.0217,0.001,95.447
005,13,2025-08-31 08:43:33,231409.69,492,590.78,0.123,0.1258,165.1226,0.0042,0.0015,165.3852
006,13,2025-08-31 08:43:33,230003.79,522,1405.9,0.1368,0.108,88.2018,0.0067,0.001,88.4622
007,13,2025-08-31 08:43:33,229633.99,552,369.8,0.1314,0.1012,132.0322,0.0059,0.001,132.2787
008,13,2025-08-31 08:43:33,229633.99,582,0.0,0.1613,0.153,162.9656,0.0192,0.001,163.314
009,13,2025-08-31 08:43:33,229633.99,612,0.0,0.148,0.1235,219.3783,0.0069,0.001,219.6689
010,13,2025-08-31 08:43:33,229633.99,642,0.0,0.1568,0.1023,193.0772,0.0087,0.001,193.3559
011,13,2025-08-31 08:43:33,229633.99,672,0.0,0.1505,0.0998,171.1764,0.0091,0.002,171.45
012,13,2025-08-31 08:43:33,229633.99,702,0.0,0.1607,0.113,229.1903,0.0098,0.0011,229.4905
013,13,2025-08-31 08:43:33,229633.99,732,0.0,0.1543,0.1105,177.7199,0.0198,0.001,178.0156
014,13,2025-08-31 08:43:33,229633.99,762,0.0,0.1643,0.1035,117.7761,0.006,0.001,118.062
015,13,2025-08-31 08:43:33,229633.99,792,0.0,0.1661,0.1037,134.337,0.0065,0.0,134.6253
016,13,2025-08-31 08:43:33,229633.99,822,0.0,0.1927,0.1241,192.7252,0.0067,0.002,193.0659
017,13,2025-08-31 08:43:33,229633.99,852,0.0,0.1851,0.1058,133.8193,0.0122,0.001,134.1354
018,13,2025-08-31 08:43:33,229633.99,882,0.0,0.264,0.1321,139.6664,0.0071,0.0005,140.0858
