Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,186994.74,178,0.0,0.502,0.1055,85.8549,0.0116,0.0018,86.4885
002,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,186669.87,192,324.86,0.8677,0.1637,118.9193,0.009,0.002,119.9708
003,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,186638.19,218,31.68,0.5733,0.1006,97.0273,0.0268,0.001,97.7353
004,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,185898.61,243,739.58,0.6202,0.1083,71.9088,0.0265,0.001,72.6706
005,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,185444.13,266,454.48,0.6887,0.0996,119.046,0.0078,0.0005,119.851
006,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,185444.13,281,0.0,0.7524,0.1002,87.2378,0.0294,0.0084,88.1345
007,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,185444.13,288,0.0,0.7429,0.1101,102.9793,0.0248,0.0005,103.869
008,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,185444.13,300,0.0,0.8241,0.0936,147.8699,0.0124,0.001,148.809
009,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,185444.13,313,0.0,0.8069,0.1102,147.9025,0.0217,0.0008,148.8555
010,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,185444.13,323,0.0,0.8248,0.1091,130.7759,0.0106,0.0022,131.7649
011,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,185444.13,336,0.0,0.8198,0.0998,88.8354,0.0154,0.0054,89.7842
012,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,185299.35,346,144.77,0.9377,0.0982,113.2268,0.006,0.0017,114.2906
013,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,185299.35,360,0.0,1.0515,0.1007,144.0131,0.0039,0.0061,145.1887
014,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,185299.35,371,0.0,0.9213,0.1367,141.018,0.0159,0.0009,142.0973
015,exp001_20250816_035120_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 04:46:17,185299.35,381,0.0,0.925,0.091,118.4978,0.0108,0.0009,119.5337
