Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,1,2025-09-02 00:57:45,181190.63,370,0.0,0.113,0.1412,5.4715,0.0062,0.001,5.7481
002,1,2025-09-02 00:57:45,180710.25,393,480.38,0.1819,0.1267,5.8597,0.0172,0.0014,6.2009
003,1,2025-09-02 00:57:45,180523.63,425,186.62,0.1783,0.123,5.913,0.0129,0.001,6.2381
004,1,2025-09-02 00:57:45,180322.03,450,201.6,0.187,0.1167,6.0165,0.0093,0.0,6.3396
005,1,2025-09-02 00:57:45,180322.03,488,0.0,0.1583,0.1434,6.8913,0.01,0.001,7.2188
006,1,2025-09-02 00:57:45,180322.03,512,0.0,0.2068,0.1504,9.7095,0.0494,0.0145,10.1491
007,1,2025-09-02 00:57:45,180322.03,534,0.0,1.0752,0.6097,8.8007,0.0151,0.001,10.532
008,1,2025-09-02 00:57:45,180322.03,573,0.0,0.1921,0.1369,5.9523,0.007,0.0037,6.3066
009,1,2025-09-02 00:57:45,179359.44,607,962.58,0.1676,0.1132,6.5873,0.0108,0.001,6.8928
010,1,2025-09-02 00:57:45,179359.44,627,0.0,0.1689,0.1085,7.7255,0.0084,0.0023,8.0279
011,1,2025-09-02 00:57:45,179359.44,656,0.0,0.371,0.1613,5.8245,0.0146,0.0,6.3893
012,1,2025-09-02 00:57:45,179355.94,681,3.5,0.1731,0.1111,6.714,0.0108,0.001,7.0234
013,1,2025-09-02 00:57:45,179355.94,697,0.0,0.1866,0.1028,7.2181,0.0081,0.0015,7.5278
014,1,2025-09-02 00:57:45,179355.94,727,0.0,0.2016,0.1717,7.052,0.006,0.0114,7.4565
015,1,2025-09-02 00:57:45,179355.94,749,0.0,0.1905,0.1202,7.1052,0.0,0.0092,7.4394
016,1,2025-09-02 00:57:45,179355.94,775,0.0,0.212,0.134,6.1405,0.0113,0.001,6.5094
017,1,2025-09-02 00:57:45,179355.94,815,0.0,0.213,0.1046,7.7453,0.0217,0.0065,8.1054
018,1,2025-09-02 00:57:45,179355.94,841,0.0,0.4083,0.1698,9.7717,0.011,0.001,10.3889
019,1,2025-09-02 00:57:45,179355.94,875,0.0,0.4353,0.2201,9.3495,0.008,0.002,10.0429
