Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-14 20:47:30,40975.36,31,inf,0.165,0.01,13.277,0.001,13.4554
2,exp_0_zmin_50_k_10_i_10,2025-08-14 20:47:44,40975.36,39,0.0,0.1499,0.008,14.1672,0.002,14.3281
3,exp_0_zmin_50_k_10_i_10,2025-08-14 20:47:58,40975.36,49,0.0,0.1464,0.012,16.142,0.0,16.303
4,exp_0_zmin_50_k_10_i_10,2025-08-14 20:48:14,40975.36,59,0.0,0.1567,0.008,28.4738,0.001,28.6429
5,exp_0_zmin_50_k_10_i_10,2025-08-14 20:48:43,40975.36,69,0.0,0.1576,0.012,17.5306,0.001,17.7022
6,exp_0_zmin_50_k_10_i_10,2025-08-14 20:49:01,40894.72,79,80.64,0.1743,0.011,29.3801,0.0,29.5653
7,exp_0_zmin_50_k_10_i_10,2025-08-14 20:49:30,40894.72,89,0.0,0.1919,0.0108,14.6961,0.0,14.8998
8,exp_0_zmin_50_k_10_i_10,2025-08-14 20:49:45,40894.72,95,0.0,0.2046,0.0108,29.8085,0.002,30.026
9,exp_0_zmin_50_k_10_i_10,2025-08-14 20:50:15,40894.72,105,0.0,0.236,0.014,22.324,0.001,22.576
10,exp_0_zmin_50_k_10_i_10,2025-08-14 20:50:38,40894.72,113,0.0,0.2621,0.01,20.271,0.001,20.5461
11,exp_0_zmin_50_k_10_i_10,2025-08-14 20:50:58,40894.72,121,0.0,0.2056,0.011,7.7784,0.0011,7.9976
12,exp_0_zmin_50_k_10_i_10,2025-08-14 20:51:06,40894.72,128,0.0,0.1882,0.011,22.7276,0.0,22.9293
13,exp_0_zmin_50_k_10_i_10,2025-08-14 20:51:29,40894.72,133,0.0,0.2127,0.009,17.5205,0.001,17.7461
14,exp_0_zmin_50_k_10_i_10,2025-08-14 20:51:47,40894.72,143,0.0,0.2074,0.01,26.0229,0.001,26.2438
15,exp_0_zmin_50_k_10_i_10,2025-08-14 20:52:13,40894.72,149,0.0,0.1949,0.009,17.0651,0.001,17.271
16,exp_0_zmin_50_k_10_i_10,2025-08-14 20:52:31,40894.72,155,0.0,0.207,0.0,0.0,0.0,0.208
