Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,186994.74,178,0.0,0.5667,0.1359,72.947,0.008,0.001,73.6685
002,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,186669.87,192,324.86,0.5155,0.0991,99.4597,0.0201,0.0,100.1004
003,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,186638.19,218,31.68,0.5644,0.0961,96.7922,0.0099,0.001,97.4698
004,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185898.61,243,739.58,0.6978,0.1214,71.9928,0.0118,0.002,72.8719
005,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185444.13,266,454.48,0.7199,0.0977,118.0734,0.0181,0.001,118.917
006,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185444.13,281,0.0,0.7234,0.1142,86.882,0.0169,0.001,87.7455
007,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185444.13,288,0.0,0.7651,0.1016,103.3635,0.0156,0.001,104.2548
008,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185444.13,300,0.0,0.7819,0.0964,147.4887,0.015,0.001,148.389
009,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185444.13,313,0.0,0.8304,0.1045,145.702,0.006,0.0,146.6529
010,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185444.13,323,0.0,0.8319,0.098,129.422,0.0093,0.001,130.3692
011,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185444.13,336,0.0,0.8225,0.0975,88.1167,0.021,0.001,89.0667
012,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185299.35,346,144.77,0.8744,0.0939,112.1622,0.0046,0.001,113.1463
013,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185299.35,360,0.0,0.8659,0.0949,143.3985,0.0088,0.001,144.3781
014,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185299.35,371,0.0,0.9844,0.0974,140.5514,0.0077,0.001,141.6501
015,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185299.35,381,0.0,0.9149,0.0976,117.2163,0.0077,0.001,118.2455
016,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185299.35,391,0.0,0.9454,0.1207,141.181,0.0212,0.001,142.2773
017,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185299.35,400,0.0,1.0509,0.1005,85.8674,0.0184,0.001,87.0451
018,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185299.35,406,0.0,1.0257,0.1845,81.1955,0.0195,0.001,82.4333
019,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185299.35,438,0.0,1.0071,0.1227,137.856,0.009,0.001,139.0039
020,exp002_20250816_044618_z50_k50_i9_unfiltered_2025-08-16_03-51-00_l4_290_l59_100_l60_120,2025-08-16 05:40:18,185149.13,446,150.22,1.2048,0.0888,73.692,0.0069,0.001,75.0065
