Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_14_zmin_50_k_30_i_10,2025-08-09 23:00:28,183187.73,133,inf,0.4051,0.0704,80.2235,0.002,80.7036
2,exp_14_zmin_50_k_30_i_10,2025-08-09 23:01:49,183147.41,163,40.32,0.431,0.06,102.9403,0.002,103.4353
3,exp_14_zmin_50_k_30_i_10,2025-08-09 23:03:32,183147.41,193,0.0,0.4876,0.061,100.0189,0.003,100.5725
4,exp_14_zmin_50_k_30_i_10,2025-08-09 23:05:13,182992.46,217,154.94,0.5403,0.06,94.6631,0.003,95.2694
5,exp_14_zmin_50_k_30_i_10,2025-08-09 23:06:48,182837.52,247,154.94,0.601,0.056,124.3249,0.003,124.9869
6,exp_14_zmin_50_k_30_i_10,2025-08-09 23:08:53,182837.52,272,0.0,0.6988,0.067,89.1643,0.003,89.9355
7,exp_14_zmin_50_k_30_i_10,2025-08-09 23:10:23,182837.52,302,0.0,0.7491,0.0617,72.0232,0.002,72.837
8,exp_14_zmin_50_k_30_i_10,2025-08-09 23:11:36,182837.52,326,0.0,0.808,0.102,59.5909,0.016,60.552
9,exp_14_zmin_50_k_30_i_10,2025-08-09 23:12:37,182837.52,353,0.0,0.85,0.0652,52.452,0.003,53.3722
10,exp_14_zmin_50_k_30_i_10,2025-08-09 23:13:30,182837.52,382,0.0,0.9655,0.06,85.9846,0.004,87.0151
11,exp_14_zmin_50_k_30_i_10,2025-08-09 23:14:57,182837.52,412,0.0,0.9864,0.066,59.594,0.002,60.6504
12,exp_14_zmin_50_k_30_i_10,2025-08-09 23:15:58,182837.52,442,0.0,1.0709,0.062,85.2978,0.0026,86.4353
13,exp_14_zmin_50_k_30_i_10,2025-08-09 23:17:25,182837.52,462,0.0,1.2394,0.0631,57.6945,0.0035,59.0021
14,exp_14_zmin_50_k_30_i_10,2025-08-09 23:18:24,182756.88,488,80.64,1.2383,0.0686,86.0454,0.004,87.3583
15,exp_14_zmin_50_k_30_i_10,2025-08-09 23:19:51,182756.88,518,0.0,1.3035,0.062,69.2706,0.003,70.6411
16,exp_14_zmin_50_k_30_i_10,2025-08-09 23:21:02,182756.88,548,0.0,1.4477,0.063,79.0299,0.003,80.5446
17,exp_14_zmin_50_k_30_i_10,2025-08-09 23:22:23,182756.88,574,0.0,1.4513,0.0651,48.5019,0.003,50.0234
18,exp_14_zmin_50_k_30_i_10,2025-08-09 23:23:13,182756.88,593,0.0,1.4776,0.0594,45.0832,0.003,46.6243
19,exp_14_zmin_50_k_30_i_10,2025-08-09 23:23:59,182756.88,623,0.0,1.5251,0.064,57.0679,0.004,58.6621
20,exp_14_zmin_50_k_30_i_10,2025-08-09 23:24:58,182756.88,653,0.0,1.5918,0.057,60.4016,0.003,62.0544
21,exp_14_zmin_50_k_30_i_10,2025-08-09 23:26:00,182756.88,678,0.0,1.7647,0.0802,59.9066,0.0039,61.7605
22,exp_14_zmin_50_k_30_i_10,2025-08-09 23:27:02,182756.88,708,0.0,1.7925,0.057,67.6711,0.0038,69.5274
23,exp_14_zmin_50_k_30_i_10,2025-08-09 23:28:12,182756.88,738,0.0,1.8515,0.062,72.2766,0.003,74.1932
24,exp_14_zmin_50_k_30_i_10,2025-08-09 23:29:26,182756.88,768,0.0,1.8991,0.0,0.0,0.0,1.8996
