log_ids,experiment_name,step,metric,value
202509072354061545830,reports\3_pool_GA_CG_GA_3,1_initial_solution,solution_generation_time,4.086541891098023
202509072354061545831,reports\3_pool_GA_CG_GA_3,1_initial_solution,total_generated_columns,117.0
202509072354551666933_tmax10,reports\3_pool_GA_CG_GA_3,2_preprocessing_and_transformations,pool_deduplication_run_time,0.0
202509072354551666930,reports\3_pool_GA_CG_GA_3,1_initial_solution,pool_solution_generation_time,46.44725584983826
202509072354551666931,reports\3_pool_GA_CG_GA_3,1_initial_solution,pool_total_generated_columns,1752.0
202509080001061592440,reports\3_pool_GA_CG_GA_3,3_first_ga,ga_execution_time,370.9761564731598
202509080001061592441,reports\3_pool_GA_CG_GA_3,3_first_ga,best_cost,663788.3907659592
202509080001061592442,reports\3_pool_GA_CG_GA_3,3_first_ga,best_fitness,18624714.62565456
202509080001061592443,reports\3_pool_GA_CG_GA_3,3_first_ga,best_v,656.0
202509080001061592444,reports\3_pool_GA_CG_GA_3,3_first_ga,best_r,513.0
202509080001061592445,reports\3_pool_GA_CG_GA_3,3_first_ga,best_u,3.0
202509080001061592446,reports\3_pool_GA_CG_GA_3,3_first_ga,best_s,577.0
202509080001061612483_tmax10,reports\3_pool_GA_CG_GA_3,2_preprocessing_and_transformations,combination_deduplication_run_time,0.0
202509080001117496220,reports\3_pool_GA_CG_GA_3,4_graph_build,graph_build_time,5.377089977264404
202509080001117496221,reports\3_pool_GA_CG_GA_3,4_graph_build,number_of_nodes,520.0
202509080001117496222,reports\3_pool_GA_CG_GA_3,4_graph_build,number_of_edges,117326.0
202509080003517128740,reports\3_pool_GA_CG_GA_3,5_column_generation,column_generation_time,159.9632523059845
202509080003517128741,reports\3_pool_GA_CG_GA_3,5_column_generation,number_of_iterations,13.0
202509080003517128742,reports\3_pool_GA_CG_GA_3,5_column_generation,start_objective,145597.2591964581
202509080003517128743,reports\3_pool_GA_CG_GA_3,5_column_generation,optimal_value,144811.35986543135
202509080003517128744,reports\3_pool_GA_CG_GA_3,5_column_generation,total_columns_generated,292.0
202509080003517128745,reports\3_pool_GA_CG_GA_3,5_column_generation,total_reduced_cost,-2689727.84091504
202509080013471234420,reports\3_pool_GA_CG_GA_3,6_second_ga,ga_execution_time,595.3487300872803
202509080013471324291,reports\3_pool_GA_CG_GA_3,6_second_ga,best_cost,191501.34797024395
202509080013471330272,reports\3_pool_GA_CG_GA_3,6_second_ga,best_fitness,0.1052728213494858
202509080013471330273,reports\3_pool_GA_CG_GA_3,6_second_ga,best_v,160.0
202509080013471335374,reports\3_pool_GA_CG_GA_3,6_second_ga,best_r,48.0
202509080013471335375,reports\3_pool_GA_CG_GA_3,6_second_ga,best_u,8.0
202509080013471335376,reports\3_pool_GA_CG_GA_3,6_second_ga,best_s,112.0
