log_ids,experiment_name,step,metric,value
202509072354061545830,3_tmax10,initial_solution,solution_generation_time,4.0865418910980225
202509072354061545831,3_tmax10,initial_solution,total_generated_columns,117.0
202509072354551666933_tmax10,3_tmax10,preprocessing_and_transformations,pool_deduplication_run_time,0.0
202509072354551666930,3_tmax10,initial_solution,pool_solution_generation_time,46.44725584983826
202509072354551666931,3_tmax10,initial_solution,pool_total_generated_columns,1752.0
202509080001061592440,3_tmax10,genetic_algorithm,ga_execution_time,370.9761564731598
202509080001061592441,3_tmax10,genetic_algorithm,best_cost,663788.3907659592
202509080001061592442,3_tmax10,genetic_algorithm,best_fitness,18624714.625654556
202509080001061592443,3_tmax10,genetic_algorithm,best_v,656.0
202509080001061592444,3_tmax10,genetic_algorithm,best_r,513.0
202509080001061592445,3_tmax10,genetic_algorithm,best_u,3.0
202509080001061592446,3_tmax10,genetic_algorithm,best_s,577.0
202509080001061612483_tmax10,3_tmax10,preprocessing_and_transformations,combination_deduplication_run_time,0.0
202509080001117496220,3_tmax10,graph_build,graph_build_time,5.377089977264404
202509080001117496221,3_tmax10,graph_build,number_of_nodes,520.0
202509080001117496222,3_tmax10,graph_build,number_of_edges,117326.0
202509080003517128740,3_tmax10,column_generation,column_generation_time,159.9632523059845
202509080003517128741,3_tmax10,column_generation,number_of_iterations,13.0
202509080003517128742,3_tmax10,column_generation,start_objective,145597.2591964581
202509080003517128743,3_tmax10,column_generation,optimal_value,144811.35986543135
202509080003517128744,3_tmax10,column_generation,total_columns_generated,292.0
202509080003517128745,3_tmax10,column_generation,total_reduced_cost,-2689727.8409150396
202509080013471234420,3_tmax10,genetic_algorithm,ga_execution_time,595.3487300872803
202509080013471324291,3_tmax10,genetic_algorithm,best_cost,191501.34797024395
202509080013471330272,3_tmax10,genetic_algorithm,best_fitness,0.10527282134948587
202509080013471330273,3_tmax10,genetic_algorithm,best_v,160.0
202509080013471335374,3_tmax10,genetic_algorithm,best_r,48.0
202509080013471335375,3_tmax10,genetic_algorithm,best_u,8.0
202509080013471335376,3_tmax10,genetic_algorithm,best_s,112.0
