Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-14 00:47:24,40975.36,31,inf,0.1897,0.0159,13.9378,0.0,14.144
2,exp_0_zmin_50_k_10_i_10,2025-08-14 00:47:38,40975.36,39,0.0,0.146,0.0127,15.1487,0.0,15.3074
3,exp_0_zmin_50_k_10_i_10,2025-08-14 00:47:54,40975.36,49,0.0,0.1785,0.0102,17.121,0.0,17.3102
4,exp_0_zmin_50_k_10_i_10,2025-08-14 00:48:11,40975.36,59,0.0,0.1715,0.0088,29.0966,0.0,29.2769
5,exp_0_zmin_50_k_10_i_10,2025-08-14 00:48:40,40975.36,69,0.0,0.1854,0.0191,19.1601,0.0,19.3656
6,exp_0_zmin_50_k_10_i_10,2025-08-14 00:49:00,40894.72,79,80.64,0.2104,0.0145,36.7225,0.002,36.9582
7,exp_0_zmin_50_k_10_i_10,2025-08-14 00:49:37,40894.72,89,0.0,0.2479,0.0187,17.4951,0.0,17.7618
8,exp_0_zmin_50_k_10_i_10,2025-08-14 00:49:54,40894.72,95,0.0,0.2193,0.0358,26.8649,0.0,27.12
9,exp_0_zmin_50_k_10_i_10,2025-08-14 00:50:21,40894.72,105,0.0,0.1915,0.0035,12.5949,0.0,12.806
10,exp_0_zmin_50_k_10_i_10,2025-08-14 00:50:34,40894.72,114,0.0,0.1822,0.0155,12.6518,0.0,12.8495
11,exp_0_zmin_50_k_10_i_10,2025-08-14 00:50:47,40894.72,118,0.0,0.1989,0.0159,8.9072,0.0016,9.1241
12,exp_0_zmin_50_k_10_i_10,2025-08-14 00:50:56,40894.72,128,0.0,0.272,0.0129,26.1917,0.0,26.4765
13,exp_0_zmin_50_k_10_i_10,2025-08-14 00:51:23,40894.72,138,0.0,0.2162,0.0159,16.277,0.0,16.5228
14,exp_0_zmin_50_k_10_i_10,2025-08-14 00:51:39,40894.72,146,0.0,0.2141,0.0181,25.7366,0.0,25.9688
15,exp_0_zmin_50_k_10_i_10,2025-08-14 00:52:05,40894.72,156,0.0,0.2196,0.0157,13.7554,0.0,13.9907
16,exp_0_zmin_50_k_10_i_10,2025-08-14 00:52:19,40894.72,162,0.0,0.3377,0.0,0.0,0.0,0.3389
