log_ids,experiment_name,step,metric,value
202510070315134656140,19_pop200,initial_solution,solution_generation_time,3.0415306091308594
202510070315134656141,19_pop200,initial_solution,total_generated_columns,115.0
2025100703155115809319_pop200,19_pop200,preprocessing_and_transformations,pool_deduplication_run_time,0.0
202510070315511580930,19_pop200,initial_solution,pool_solution_generation_time,35.708911657333374
202510070315511580931,19_pop200,initial_solution,pool_total_generated_columns,1533.0
202510070315565134390,19_pop200,graph_build,graph_build_time,5.1806559562683105
202510070315565134391,19_pop200,graph_build,number_of_nodes,520.0
202510070315565134392,19_pop200,graph_build,number_of_edges,117326.0
202510070400115074700,19_pop200,column_generation,column_generation_time,2654.994031190872
202510070400115074701,19_pop200,column_generation,number_of_iterations,376
202510070400115074702,19_pop200,column_generation,start_objective,155148.08389227247
202510070400115074703,19_pop200,column_generation,final_objective,108517.11396762691
202510070400115074704,19_pop200,column_generation,is_optimal,False
202510070400115074705,19_pop200,column_generation,is_integer,True
202510070400115074706,19_pop200,column_generation,total_columns_generated,6215
202510070400115074707,19_pop200,column_generation,total_reduced_cost,-7340124.894045794
