Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,15_pop200,2025-10-29 04:14:57,155520.75,1526,1000000.0,0.4671,0.2651,7.9724,0.0101,0.0101,8.7168
002,15_pop200,2025-10-29 04:14:57,151875.68,1549,3645.07,0.5736,0.1253,8.5015,0.0092,0.0092,9.2127
003,15_pop200,2025-10-29 04:14:57,149516.01,1573,2359.66,0.7169,0.1109,8.6714,0.0101,0.0101,9.5123
004,15_pop200,2025-10-29 04:14:57,147470.62,1601,2045.4,0.7888,0.1368,8.6455,0.0091,0.0091,9.5822
005,15_pop200,2025-10-29 04:14:57,145518.03,1621,1952.59,0.6369,0.1699,9.3608,0.0102,0.0102,10.1804
006,15_pop200,2025-10-29 04:14:57,143870.31,1640,1647.72,0.7931,0.1523,9.4867,0.0091,0.0091,10.4433
007,15_pop200,2025-10-29 04:14:57,141861.55,1663,2008.76,0.6097,0.1421,9.0129,0.0123,0.0123,9.7785
008,15_pop200,2025-10-29 04:14:57,140228.6,1683,1632.95,0.6581,0.1388,10.0371,0.009,0.009,10.8462
009,15_pop200,2025-10-29 04:14:57,138882.49,1713,1346.1,0.6118,0.1226,10.4536,0.0062,0.0062,11.1974
010,15_pop200,2025-10-29 04:14:57,136813.6,1736,2068.89,0.6863,0.1285,11.8896,0.0101,0.0101,12.7165
011,15_pop200,2025-10-29 04:14:57,136441.24,1747,372.36,0.6969,0.1236,10.0955,0.0072,0.0072,10.9263
012,15_pop200,2025-10-29 04:14:57,135241.32,1770,1199.93,0.6553,0.1309,9.8603,0.0092,0.0092,10.6577
013,15_pop200,2025-10-29 04:14:57,134285.67,1792,955.65,0.6837,0.1187,8.8865,0.006,0.006,9.6985
014,15_pop200,2025-10-29 04:14:57,133364.15,1818,921.51,0.6511,0.1129,9.0838,0.0082,0.0082,9.8569
015,15_pop200,2025-10-29 04:14:57,132222.51,1831,1141.64,0.7953,0.1092,9.2471,0.0183,0.0183,10.178
016,15_pop200,2025-10-29 04:14:57,131590.42,1854,632.1,0.7024,0.1245,8.7618,0.0072,0.0072,9.5979
017,15_pop200,2025-10-29 04:14:57,130922.96,1881,667.46,0.9008,0.1493,8.6377,0.0071,0.0071,9.6989
