Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,21_pop200,2025-10-29 06:07:02,154314.51,1515,1000000.0,0.4865,0.114,8.708,0.0132,0.0132,9.324
002,21_pop200,2025-10-29 06:07:02,150461.63,1537,3852.88,0.553,0.1111,7.7898,0.0122,0.0122,8.4679
003,21_pop200,2025-10-29 06:07:02,146792.92,1569,3668.71,0.5475,0.1406,9.4112,0.0081,0.0081,10.1105
004,21_pop200,2025-10-29 06:07:02,144550.5,1590,2242.42,0.6315,0.1379,7.9997,0.005,0.005,8.7756
005,21_pop200,2025-10-29 06:07:02,143365.45,1624,1185.05,0.6456,0.1401,9.2739,0.0121,0.0121,10.0747
006,21_pop200,2025-10-29 06:07:02,141926.68,1647,1438.77,0.6851,0.1183,9.7934,0.0081,0.0081,10.608
007,21_pop200,2025-10-29 06:07:02,140562.56,1673,1364.12,0.5863,0.1236,9.8943,0.01,0.01,10.6153
008,21_pop200,2025-10-29 06:07:02,139423.84,1692,1138.72,0.6358,0.1118,9.7226,0.0102,0.0102,10.4824
009,21_pop200,2025-10-29 06:07:02,138197.88,1712,1225.96,0.6439,0.1447,7.6522,0.0062,0.0062,8.449
010,21_pop200,2025-10-29 06:07:02,136752.7,1733,1445.18,0.7518,0.1307,9.5968,0.0103,0.0103,10.4928
011,21_pop200,2025-10-29 06:07:02,135761.72,1754,990.98,0.648,0.1184,8.6558,0.0143,0.0143,9.4392
012,21_pop200,2025-10-29 06:07:02,134334.82,1785,1426.91,0.7299,0.1257,10.6987,0.0092,0.0092,11.5675
013,21_pop200,2025-10-29 06:07:02,133344.86,1811,989.96,0.6677,0.1196,9.4023,0.005,0.005,10.1966
014,21_pop200,2025-10-29 06:07:02,132464.65,1825,880.21,0.6992,0.1187,10.3276,0.0072,0.0072,11.1568
015,21_pop200,2025-10-29 06:07:02,131710.71,1857,753.93,0.8725,0.1271,9.749,0.0081,0.0081,10.7597
016,21_pop200,2025-10-29 06:07:02,130502.17,1893,1208.54,0.7294,0.1193,9.5364,0.0131,0.0131,10.4022
017,21_pop200,2025-10-29 06:07:02,129858.37,1913,643.8,0.8454,0.1222,8.7187,0.006,0.006,9.6953
018,21_pop200,2025-10-29 06:07:02,129042.39,1940,815.97,0.7672,0.2029,10.1308,0.0071,0.0071,11.1121
019,21_pop200,2025-10-29 06:07:02,128361.09,1959,681.3,0.7824,0.1126,9.4955,0.0102,0.0102,10.4027
020,21_pop200,2025-10-29 06:07:02,127824.45,1985,536.64,0.9103,0.2364,9.7889,0.0062,0.0062,10.9457
021,21_pop200,2025-10-29 06:07:02,127692.99,2000,131.47,0.7988,0.1102,9.3074,0.005,0.005,10.2224
022,21_pop200,2025-10-29 06:07:02,126852.82,2033,840.16,0.8233,0.1174,9.6845,0.0082,0.0082,10.6343
023,21_pop200,2025-10-29 06:07:02,125926.78,2058,926.04,0.8075,0.1194,9.3477,0.0112,0.0112,10.2879
024,21_pop200,2025-10-29 06:07:02,125144.5,2077,782.29,0.9538,0.1755,8.9773,0.0102,0.0102,10.1197
025,21_pop200,2025-10-29 06:07:02,124671.88,2096,472.62,0.8926,0.1066,11.9065,0.0143,0.0143,12.9229
026,21_pop200,2025-10-29 06:07:02,124120.02,2127,551.86,0.8604,0.1229,9.5916,0.0153,0.0153,10.5932
027,21_pop200,2025-10-29 06:07:02,123566.78,2137,553.24,0.8613,0.173,8.7414,0.0101,0.0101,9.7888
028,21_pop200,2025-10-29 06:07:02,123227.69,2159,339.09,0.8596,0.1055,9.0344,0.0083,0.0083,10.0098
029,21_pop200,2025-10-29 06:07:02,122694.64,2192,533.04,0.958,0.1377,9.7252,0.0123,0.0123,10.8372
030,21_pop200,2025-10-29 06:07:02,122160.64,2217,534.01,0.9937,0.1307,7.6362,0.0081,0.0081,8.7707
031,21_pop200,2025-10-29 06:07:02,122119.16,2240,41.48,0.8345,0.1172,9.3456,0.006,0.006,10.3054
032,21_pop200,2025-10-29 06:07:02,121484.26,2271,634.89,0.8632,0.1287,9.1636,0.0072,0.0072,10.1637
033,21_pop200,2025-10-29 06:07:02,121017.51,2284,466.75,0.9564,0.1168,8.1815,0.008,0.008,9.2669
034,21_pop200,2025-10-29 06:07:02,120549.35,2301,468.16,0.9712,0.104,8.3043,0.0128,0.0128,9.395
035,21_pop200,2025-10-29 06:07:02,120271.03,2332,278.33,1.0382,0.1167,9.9292,0.0081,0.0081,11.0948
036,21_pop200,2025-10-29 06:07:02,119932.76,2345,338.27,0.9567,0.1079,7.5307,0.0143,0.0143,8.6116
037,21_pop200,2025-10-29 06:07:02,119500.78,2365,431.98,1.0445,0.1194,8.8848,0.0102,0.0102,10.0639
038,21_pop200,2025-10-29 06:07:02,119043.26,2391,457.51,1.167,0.1475,10.6767,0.0123,0.0123,12.0065
039,21_pop200,2025-10-29 06:07:02,118660.09,2420,383.17,1.081,0.1819,8.5447,0.0062,0.0062,9.8173
040,21_pop200,2025-10-29 06:07:02,118298.33,2452,361.76,1.0364,0.1045,8.9394,0.0102,0.0102,10.0956
041,21_pop200,2025-10-29 06:07:02,119143.43,2476,845.1,1.0355,0.1185,7.8058,0.007,0.007,8.971
042,21_pop200,2025-10-29 06:07:02,118530.83,2500,612.6,1.1277,0.1152,9.2128,0.0091,0.0091,10.4681
043,21_pop200,2025-10-29 06:07:02,118146.61,2520,384.22,1.0548,0.1024,10.2887,0.0061,0.0061,11.4561
044,21_pop200,2025-10-29 06:07:02,117738.56,2536,408.05,1.3375,0.1273,7.5787,0.0143,0.0143,9.0588
045,21_pop200,2025-10-29 06:07:02,117483.35,2559,255.21,1.0555,0.1164,8.5587,0.0081,0.0081,9.7409
046,21_pop200,2025-10-29 06:07:02,117186.71,2590,296.64,1.133,0.1039,8.9943,0.0082,0.0082,10.2423
047,21_pop200,2025-10-29 06:07:02,116789.28,2618,397.43,1.0579,0.1101,8.2969,0.0205,0.0205,9.4972
048,21_pop200,2025-10-29 06:07:02,116423.42,2654,365.85,1.242,0.1152,9.874,0.0103,0.0103,11.2426
049,21_pop200,2025-10-29 06:07:02,115951.79,2678,471.63,1.2576,0.141,9.3246,0.0101,0.0101,10.7363
