Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,26_pop200,2025-10-29 07:43:26,156801.11,1526,1000000.0,0.5269,0.1156,7.5474,0.0131,0.0131,8.2051
002,26_pop200,2025-10-29 07:43:26,151572.04,1549,5229.06,0.6463,0.1849,8.3748,0.0061,0.0061,9.2161
003,26_pop200,2025-10-29 07:43:26,148905.27,1573,2666.77,0.5686,0.1163,8.1777,0.0123,0.0123,8.8806
004,26_pop200,2025-10-29 07:43:26,146991.76,1589,1913.52,0.6469,0.1253,8.3556,0.0122,0.0122,9.1452
005,26_pop200,2025-10-29 07:43:26,145278.41,1606,1713.35,0.7721,0.2444,8.137,0.0183,0.0183,9.1748
006,26_pop200,2025-10-29 07:43:26,143764.44,1630,1513.97,0.6148,0.1212,9.3333,0.0092,0.0092,10.0825
007,26_pop200,2025-10-29 07:43:26,142458.13,1648,1306.31,0.7029,0.1195,7.4979,0.008,0.008,8.3323
008,26_pop200,2025-10-29 07:43:26,140926.78,1668,1531.34,0.6547,0.1328,9.2362,0.0072,0.0072,10.0331
009,26_pop200,2025-10-29 07:43:26,139785.83,1691,1140.95,0.7271,0.1262,9.0782,0.0072,0.0072,9.9407
010,26_pop200,2025-10-29 07:43:26,138527.81,1720,1258.02,0.6759,0.1205,9.9317,0.0091,0.0091,10.7383
011,26_pop200,2025-10-29 07:43:26,137065.19,1749,1462.62,0.6553,0.1805,9.907,0.0078,0.0078,10.7531
012,26_pop200,2025-10-29 07:43:26,135627.79,1765,1437.39,0.7452,0.1359,10.2764,0.0172,0.0172,11.1761
013,26_pop200,2025-10-29 07:43:26,134250.04,1793,1377.75,0.6569,0.1294,10.0409,0.0092,0.0092,10.8394
014,26_pop200,2025-10-29 07:43:26,133344.82,1813,905.22,0.7779,0.1543,9.7364,0.0081,0.0081,10.6803
015,26_pop200,2025-10-29 07:43:26,132605.84,1837,738.99,0.9161,0.1456,10.1094,0.0114,0.0114,11.1866
016,26_pop200,2025-10-29 07:43:26,132067.11,1857,538.73,0.7063,0.1228,10.2955,0.0092,0.0092,11.1358
017,26_pop200,2025-10-29 07:43:26,131269.52,1886,797.59,0.8185,0.1275,8.3398,0.0122,0.0122,9.3
018,26_pop200,2025-10-29 07:43:26,130132.51,1904,1137.0,0.7469,0.1264,9.6158,0.0121,0.0121,10.5065
019,26_pop200,2025-10-29 07:43:26,129113.41,1933,1019.1,0.7827,0.1594,9.3416,0.0082,0.0082,10.2949
020,26_pop200,2025-10-29 07:43:26,128405.15,1956,708.27,0.9206,0.1575,9.9146,0.0064,0.0064,11.0009
021,26_pop200,2025-10-29 07:43:26,128134.53,1973,270.62,0.8093,0.1385,8.3613,0.0072,0.0072,9.3193
022,26_pop200,2025-10-29 07:43:26,127299.23,1994,835.3,0.9001,0.1297,9.2974,0.0149,0.0149,10.3454
023,26_pop200,2025-10-29 07:43:26,126374.65,2020,924.58,0.9164,0.1177,8.6395,0.0131,0.0131,9.6897
024,26_pop200,2025-10-29 07:43:26,125314.97,2038,1059.68,0.9441,0.1372,8.9058,0.0214,0.0214,10.0125
025,26_pop200,2025-10-29 07:43:26,124639.59,2057,675.38,1.0231,0.1215,9.0094,0.0103,0.0103,10.169
026,26_pop200,2025-10-29 07:43:26,123691.32,2078,948.27,0.9316,0.1214,9.3864,0.0072,0.0072,10.4504
027,26_pop200,2025-10-29 07:43:26,122746.31,2104,945.02,0.8683,0.1535,10.0565,0.0112,0.0112,11.0936
