log_ids,experiment_name,step,metric,value
202510270257042484720,26_pop200,initial_solution,solution_generation_time,3.662569284439087
202510270257042484721,26_pop200,initial_solution,total_generated_columns,122.0
2025102702574504271126_pop200,26_pop200,preprocessing_and_transformations,pool_deduplication_run_time,0.0
202510270257450427110,26_pop200,initial_solution,pool_solution_generation_time,38.819743156433105
202510270257450427111,26_pop200,initial_solution,pool_total_generated_columns,1511.0
202510270257506541850,26_pop200,graph_build,graph_build_time,5.4213666915893555
202510270257506541851,26_pop200,graph_build,number_of_nodes,520.0
202510270257506541852,26_pop200,graph_build,number_of_edges,117326.0
202510270316084754270,26_pop200,column_generation,column_generation_time,1097.8212418556213
202510270316084754271,26_pop200,column_generation,number_of_iterations,100
202510270316084754272,26_pop200,column_generation,start_objective,154351.70080421615
202510270316084754273,26_pop200,column_generation,final_objective,107294.34202529585
202510270316084754274,26_pop200,column_generation,is_optimal,False
202510270316084754275,26_pop200,column_generation,is_integer,False
202510270316084754276,26_pop200,column_generation,total_columns_generated,2442
202510270316084754277,26_pop200,column_generation,total_reduced_cost,-2429895.1393107045
