Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_7_zmin_50_k_30_i_10,2025-08-09 20:00:25,178135.6,122,inf,0.4138,0.063,57.3174,0.002,57.8001
2,exp_7_zmin_50_k_30_i_10,2025-08-09 20:01:23,178135.6,152,0.0,0.4266,0.088,101.4737,0.002,101.9929
3,exp_7_zmin_50_k_30_i_10,2025-08-09 20:03:05,177825.71,171,309.89,0.5524,0.068,81.331,0.003,81.9563
4,exp_7_zmin_50_k_30_i_10,2025-08-09 20:04:27,177825.71,201,0.0,0.5615,0.0663,71.5492,0.002,72.18
5,exp_7_zmin_50_k_30_i_10,2025-08-09 20:05:39,177825.71,231,0.0,0.5643,0.056,80.2515,0.002,80.8758
6,exp_7_zmin_50_k_30_i_10,2025-08-09 20:07:00,177825.71,251,0.0,0.6719,0.0681,114.1456,0.002,114.8946
7,exp_7_zmin_50_k_30_i_10,2025-08-09 20:08:55,177825.71,280,0.0,0.6863,0.0622,47.3455,0.003,48.0986
8,exp_7_zmin_50_k_30_i_10,2025-08-09 20:09:43,177745.07,309,80.64,0.7603,0.0769,86.5082,0.003,87.3494
9,exp_7_zmin_50_k_30_i_10,2025-08-09 20:11:11,177704.75,339,40.32,0.8668,0.056,65.3239,0.005,66.2534
10,exp_7_zmin_50_k_30_i_10,2025-08-09 20:12:17,177664.43,369,40.32,0.8678,0.0635,63.153,0.003,64.0873
11,exp_7_zmin_50_k_30_i_10,2025-08-09 20:13:21,177664.43,387,0.0,0.9332,0.063,70.8392,0.003,71.8404
12,exp_7_zmin_50_k_30_i_10,2025-08-09 20:14:33,177664.43,408,0.0,1.022,0.062,48.2595,0.1487,49.4931
13,exp_7_zmin_50_k_30_i_10,2025-08-09 20:15:26,177664.43,438,0.0,4.4371,0.2181,71.9881,0.003,76.6843
14,exp_7_zmin_50_k_30_i_10,2025-08-09 20:16:40,177664.43,463,0.0,1.1962,0.081,73.227,0.003,74.5122
15,exp_7_zmin_50_k_30_i_10,2025-08-09 20:17:54,177664.43,493,0.0,1.4111,0.069,69.9269,0.002,71.4115
16,exp_7_zmin_50_k_30_i_10,2025-08-09 20:19:06,177664.43,523,0.0,1.4526,0.068,62.3104,0.0028,63.8358
17,exp_7_zmin_50_k_30_i_10,2025-08-09 20:20:10,177664.43,553,0.0,1.6457,0.069,83.4202,0.0023,85.138
18,exp_7_zmin_50_k_30_i_10,2025-08-09 20:21:35,177664.43,576,0.0,1.6121,0.0,0.0,0.0,1.6131
