Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-12 23:49:28,40975.36,31,inf,0.157,0.01,3.2234,0.0,3.3904
2,exp_0_zmin_50_k_10_i_10,2025-08-12 23:49:32,40975.36,37,0.0,0.1861,0.01,3.8877,0.0005,4.0853
3,exp_0_zmin_50_k_10_i_10,2025-08-12 23:49:36,40935.04,46,40.32,0.1742,0.0099,2.8613,0.0,3.0459
4,exp_0_zmin_50_k_10_i_10,2025-08-12 23:49:39,40894.72,52,40.32,0.1738,0.0171,5.9128,0.0011,6.1076
5,exp_0_zmin_50_k_10_i_10,2025-08-12 23:49:45,40894.72,62,0.0,0.1488,0.0102,7.168,0.0006,7.3276
6,exp_0_zmin_50_k_10_i_10,2025-08-12 23:49:52,40894.72,72,0.0,0.2004,0.0122,4.6996,0.0011,4.9142
7,exp_0_zmin_50_k_10_i_10,2025-08-12 23:49:57,40894.72,82,0.0,0.1867,0.0092,7.6442,0.0011,7.8422
8,exp_0_zmin_50_k_10_i_10,2025-08-12 23:50:05,40894.72,92,0.0,0.1794,0.0122,5.1355,0.0,5.3281
9,exp_0_zmin_50_k_10_i_10,2025-08-12 23:50:10,40894.72,95,0.0,0.1797,0.0085,2.2589,0.0005,2.4481
10,exp_0_zmin_50_k_10_i_10,2025-08-12 23:50:13,40894.72,104,0.0,0.1698,0.0092,6.8558,0.0005,7.0359
11,exp_0_zmin_50_k_10_i_10,2025-08-12 23:50:20,40894.72,111,0.0,0.181,0.0,0.0,0.0,0.182
