Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_2_zmin_50_k_30_i_10,2025-08-09 18:08:34,182042.2,130,inf,0.3988,0.058,119.1159,0.004,119.5797
2,exp_2_zmin_50_k_30_i_10,2025-08-09 18:10:33,182042.2,160,0.0,0.432,0.0679,69.8743,0.0035,70.3792
3,exp_2_zmin_50_k_30_i_10,2025-08-09 18:11:44,182042.2,190,0.0,0.5246,0.063,65.5585,0.002,66.1491
4,exp_2_zmin_50_k_30_i_10,2025-08-09 18:12:50,182042.2,220,0.0,0.5562,0.061,103.8435,0.003,104.464
5,exp_2_zmin_50_k_30_i_10,2025-08-09 18:14:34,181961.56,250,80.64,0.6586,0.061,87.4455,0.004,88.1713
6,exp_2_zmin_50_k_30_i_10,2025-08-09 18:16:03,181806.61,280,154.94,0.6899,0.0732,87.672,0.003,88.4411
7,exp_2_zmin_50_k_30_i_10,2025-08-09 18:17:31,181806.61,310,0.0,0.7436,0.0581,118.4543,0.003,119.262
8,exp_2_zmin_50_k_30_i_10,2025-08-09 18:19:30,181806.61,340,0.0,0.812,0.0693,91.9638,0.003,92.8501
9,exp_2_zmin_50_k_30_i_10,2025-08-09 18:21:03,181725.97,367,80.64,0.8761,0.061,59.5598,0.003,60.5029
10,exp_2_zmin_50_k_30_i_10,2025-08-09 18:22:04,181725.97,397,0.0,0.9522,0.068,74.46,0.004,75.4852
11,exp_2_zmin_50_k_30_i_10,2025-08-09 18:23:19,181725.97,418,0.0,0.9844,0.0756,80.5248,0.003,81.5887
12,exp_2_zmin_50_k_30_i_10,2025-08-09 18:24:41,181725.97,448,0.0,1.0371,0.0588,68.3199,0.003,69.4188
13,exp_2_zmin_50_k_30_i_10,2025-08-09 18:25:51,181725.97,478,0.0,1.1669,0.075,82.0915,0.03,83.3654
14,exp_2_zmin_50_k_30_i_10,2025-08-09 18:27:14,181571.03,507,154.94,1.3037,0.0631,70.5244,0.003,71.8963
15,exp_2_zmin_50_k_30_i_10,2025-08-09 18:28:26,181571.03,537,0.0,1.3433,0.0581,66.8033,0.004,68.2097
16,exp_2_zmin_50_k_30_i_10,2025-08-09 18:29:34,181571.03,567,0.0,1.4451,0.069,40.8212,0.004,42.3412
17,exp_2_zmin_50_k_30_i_10,2025-08-09 18:30:17,181571.03,597,0.0,1.4702,0.065,53.0617,0.004,54.6019
18,exp_2_zmin_50_k_30_i_10,2025-08-09 18:31:12,181571.03,627,0.0,1.6383,0.061,78.1009,0.002,79.8042
19,exp_2_zmin_50_k_30_i_10,2025-08-09 18:32:31,181490.39,651,80.64,1.5577,0.061,59.7825,0.003,61.4081
20,exp_2_zmin_50_k_30_i_10,2025-08-09 18:33:33,181490.39,670,0.0,1.6887,0.058,54.9694,0.002,56.7211
21,exp_2_zmin_50_k_30_i_10,2025-08-09 18:34:29,181490.39,700,0.0,1.6003,0.068,43.4874,0.0029,45.1606
22,exp_2_zmin_50_k_30_i_10,2025-08-09 18:35:15,181490.39,719,0.0,1.7133,0.058,63.8251,0.003,65.5993
23,exp_2_zmin_50_k_30_i_10,2025-08-09 18:36:20,181490.39,738,0.0,1.7517,0.063,69.4225,0.003,71.2431
24,exp_2_zmin_50_k_30_i_10,2025-08-09 18:37:32,181490.39,768,0.0,1.8156,0.059,51.9625,0.004,53.8421
25,exp_2_zmin_50_k_30_i_10,2025-08-09 18:38:26,181490.39,798,0.0,2.5703,0.064,78.9216,0.004,81.5599
26,exp_2_zmin_50_k_30_i_10,2025-08-09 18:39:47,181490.39,828,0.0,2.0214,0.0743,58.9712,0.0031,61.0715
27,exp_2_zmin_50_k_30_i_10,2025-08-09 18:40:48,181490.39,858,0.0,2.0247,0.064,80.0378,0.003,82.1295
28,exp_2_zmin_50_k_30_i_10,2025-08-09 18:42:11,181490.39,888,0.0,2.1347,0.057,68.4859,0.003,70.6826
29,exp_2_zmin_50_k_30_i_10,2025-08-09 18:43:21,181490.39,918,0.0,2.2749,0.0,0.0,0.0,2.2749
