Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_10_zmin_50_k_30_i_10,2025-08-09 21:10:05,171545.59,115,inf,0.367,0.0586,79.6437,0.003,80.0734
2,exp_10_zmin_50_k_30_i_10,2025-08-09 21:11:25,171545.59,145,0.0,0.438,0.061,129.3855,0.002,129.8875
3,exp_10_zmin_50_k_30_i_10,2025-08-09 21:13:35,171545.59,175,0.0,0.4685,0.0616,74.8328,0.004,75.3689
4,exp_10_zmin_50_k_30_i_10,2025-08-09 21:14:50,171545.59,205,0.0,0.5567,0.0649,91.3362,0.003,91.9623
5,exp_10_zmin_50_k_30_i_10,2025-08-09 21:16:22,171545.59,235,0.0,0.6148,0.1544,90.6954,0.0026,91.4682
6,exp_10_zmin_50_k_30_i_10,2025-08-09 21:17:54,171545.59,265,0.0,0.6897,0.06,92.5283,0.0028,93.2829
7,exp_10_zmin_50_k_30_i_10,2025-08-09 21:19:27,171545.59,295,0.0,0.7609,0.0677,63.6913,0.004,64.5238
8,exp_10_zmin_50_k_30_i_10,2025-08-09 21:20:32,171545.59,325,0.0,0.768,0.071,80.8801,0.002,81.7231
9,exp_10_zmin_50_k_30_i_10,2025-08-09 21:21:54,171545.59,353,0.0,0.8424,0.061,77.417,0.0034,78.3253
10,exp_10_zmin_50_k_30_i_10,2025-08-09 21:23:12,171545.59,383,0.0,1.037,0.074,69.0292,0.003,70.1457
11,exp_10_zmin_50_k_30_i_10,2025-08-09 21:24:22,171195.38,413,350.21,0.9916,0.065,83.4639,0.003,84.5247
12,exp_10_zmin_50_k_30_i_10,2025-08-09 21:25:47,171195.38,443,0.0,1.0547,0.061,64.588,0.002,65.7078
13,exp_10_zmin_50_k_30_i_10,2025-08-09 21:26:53,171195.38,473,0.0,1.1175,0.0874,83.2773,0.004,84.4873
14,exp_10_zmin_50_k_30_i_10,2025-08-09 21:28:17,171195.38,503,0.0,1.3086,0.064,95.6297,0.003,97.0073
15,exp_10_zmin_50_k_30_i_10,2025-08-09 21:29:54,171195.38,533,0.0,1.255,0.0626,71.0479,0.002,72.37
16,exp_10_zmin_50_k_30_i_10,2025-08-09 21:31:07,171195.38,553,0.0,1.2907,0.059,58.8414,0.0037,60.1957
17,exp_10_zmin_50_k_30_i_10,2025-08-09 21:32:07,171195.38,583,0.0,1.4247,0.0626,68.0843,0.003,69.5774
18,exp_10_zmin_50_k_30_i_10,2025-08-09 21:33:17,171195.38,613,0.0,1.7095,0.0856,52.4873,0.003,54.2873
19,exp_10_zmin_50_k_30_i_10,2025-08-09 21:34:11,171195.38,639,0.0,1.5595,0.0678,46.0615,0.003,47.6937
20,exp_10_zmin_50_k_30_i_10,2025-08-09 21:34:59,171195.38,669,0.0,1.5756,0.0697,51.848,0.003,53.4984
21,exp_10_zmin_50_k_30_i_10,2025-08-09 21:35:52,171155.06,688,40.32,1.5814,0.0,0.0,0.0,1.5814
