Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,9,2025-08-31 06:05:25,231887.34,408,0.0,0.125,0.0972,83.3161,0.0118,0.001,83.5571
002,9,2025-08-31 06:05:25,230919.66,438,967.68,0.1496,0.1349,93.5822,0.0078,0.001,93.8853
003,9,2025-08-31 06:05:25,230919.66,468,0.0,0.1321,0.0996,98.8497,0.0078,0.001,99.0993
004,9,2025-08-31 06:05:25,230919.66,498,0.0,0.1243,0.1007,108.1252,0.0069,0.001,108.3668
005,9,2025-08-31 06:05:25,230919.66,528,0.0,0.1317,0.13,77.9815,0.0221,0.001,78.2734
006,9,2025-08-31 06:05:25,230919.66,558,0.0,0.1643,0.0941,172.5564,0.0066,0.0,172.8307
007,9,2025-08-31 06:05:25,230919.66,588,0.0,0.1376,0.0955,122.9547,0.0075,0.001,123.2075
008,9,2025-08-31 06:05:25,230919.66,618,0.0,0.1435,0.0986,162.7104,0.0338,0.001,162.9974
009,9,2025-08-31 06:05:25,230919.66,648,0.0,0.147,0.1031,138.7687,0.02,0.001,139.0498
010,9,2025-08-31 06:05:25,229434.38,678,1485.28,0.1621,0.0935,116.8617,0.0067,0.001,117.1391
011,9,2025-08-31 06:05:25,229434.38,708,0.0,0.1744,0.1093,113.8552,0.0206,0.001,114.1745
012,9,2025-08-31 06:05:25,229434.38,738,0.0,0.1672,0.1172,217.1192,0.005,0.0,217.4196
013,9,2025-08-31 06:05:25,229434.38,768,0.0,0.2047,0.1296,167.6022,0.0209,0.0,167.9788
014,9,2025-08-31 06:05:25,229434.38,798,0.0,0.173,0.1359,209.6376,0.0067,0.004,209.9695
015,9,2025-08-31 06:05:25,229434.38,828,0.0,0.1825,0.1015,103.8495,0.009,0.0005,104.1567
016,9,2025-08-31 06:05:25,229434.38,858,0.0,0.1913,0.096,86.0571,0.0231,0.001,86.3826
017,9,2025-08-31 06:05:25,229434.38,888,0.0,0.1903,0.103,115.4909,0.007,0.001,115.8045
018,9,2025-08-31 06:05:25,229434.38,918,0.0,0.2111,0.1309,140.6495,0.0209,0.001,141.0408
019,9,2025-08-31 06:05:25,229434.38,948,0.0,0.2326,0.1147,111.62,0.018,0.001,112.0008
020,9,2025-08-31 06:05:25,229434.38,978,0.0,0.2658,0.1224,64.3791,0.0068,0.001,64.791
021,9,2025-08-31 06:05:25,229434.38,1008,0.0,0.2134,0.1037,105.2697,0.0046,0.0017,105.6086
