Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,12,2025-09-01 20:17:32,186844.6,381,0.0,0.1215,0.1226,6.1453,0.0096,0.001,6.4152
002,12,2025-09-01 20:17:32,186014.01,394,830.59,0.1446,0.125,6.54,0.01,0.001,6.8292
003,12,2025-09-01 20:17:32,186014.01,424,0.0,0.144,0.125,6.2229,0.007,0.001,6.5069
004,12,2025-09-01 20:17:32,185848.81,448,165.2,0.148,0.123,6.4629,0.009,0.001,6.7539
005,12,2025-09-01 20:17:32,185848.81,478,0.0,0.2494,0.1413,6.5334,0.012,0.001,6.9511
006,12,2025-09-01 20:17:32,185848.81,508,0.0,0.193,0.159,6.5389,0.007,0.001,6.9119
007,12,2025-09-01 20:17:32,185817.13,525,31.68,0.164,0.114,5.8017,0.013,0.001,6.1057
008,12,2025-09-01 20:17:32,185817.13,537,0.0,0.148,0.124,6.331,0.014,0.001,6.629
009,12,2025-09-01 20:17:32,185817.13,551,0.0,0.176,0.122,6.0116,0.01,0.001,6.3306
010,12,2025-09-01 20:17:32,185817.13,567,0.0,0.156,0.119,5.4658,0.019,0.001,5.7708
011,12,2025-09-01 20:17:32,185817.13,580,0.0,0.2102,0.1251,6.2231,0.012,0.001,6.5869
012,12,2025-09-01 20:17:32,185773.36,602,43.78,0.188,0.118,8.1397,0.008,0.001,8.4667
013,12,2025-09-01 20:17:32,185773.36,623,0.0,0.219,0.1631,6.3424,0.014,0.001,6.7565
014,12,2025-09-01 20:17:32,185773.36,652,0.0,0.182,0.118,9.2603,0.012,0.001,9.5863
015,12,2025-09-01 20:17:32,185773.36,682,0.0,0.206,0.128,6.3667,0.011,0.001,6.7287
016,12,2025-09-01 20:17:32,185773.36,716,0.0,0.188,0.1477,8.4634,0.008,0.001,8.8226
017,12,2025-09-01 20:17:32,185773.36,756,0.0,0.225,0.124,7.464,0.006,0.001,7.8319
018,12,2025-09-01 20:17:32,185773.36,787,0.0,0.2207,0.1206,6.6956,0.0116,0.0005,7.0615
019,12,2025-09-01 20:17:32,185773.36,833,0.0,0.2343,0.134,9.6879,0.008,0.002,10.0866
020,12,2025-09-01 20:17:32,185773.36,874,0.0,0.231,0.1424,7.8589,0.007,0.001,8.262
021,12,2025-09-01 20:17:32,185773.36,900,0.0,0.231,0.128,6.2974,0.02,0.001,6.6924
022,12,2025-09-01 20:17:32,185773.36,935,0.0,0.2396,0.151,7.0435,0.042,0.001,7.4961
