Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-13 00:48:39,40975.36,31,inf,0.2357,0.0095,2.9709,0.0005,3.2172
2,exp_0_zmin_50_k_10_i_10,2025-08-13 00:48:42,40975.36,37,0.0,0.1407,0.0118,3.2519,0.0157,3.4206
3,exp_0_zmin_50_k_10_i_10,2025-08-13 00:48:45,40935.04,45,40.32,0.1597,0.0105,3.6491,0.0,3.8197
4,exp_0_zmin_50_k_10_i_10,2025-08-13 00:48:49,40894.72,49,40.32,0.1858,0.0113,6.2209,0.0,6.4184
5,exp_0_zmin_50_k_10_i_10,2025-08-13 00:48:56,40854.4,58,40.32,0.1582,0.0171,7.2929,0.0,7.4682
6,exp_0_zmin_50_k_10_i_10,2025-08-13 00:49:03,40854.4,67,0.0,0.1645,0.0088,4.9167,0.0,5.0904
7,exp_0_zmin_50_k_10_i_10,2025-08-13 00:49:08,40854.4,73,0.0,0.1973,0.0112,6.3515,0.0,6.5599
8,exp_0_zmin_50_k_10_i_10,2025-08-13 00:49:15,40854.4,78,0.0,0.1663,0.0143,4.5307,0.0,4.7112
9,exp_0_zmin_50_k_10_i_10,2025-08-13 00:49:19,40854.4,84,0.0,0.176,0.0101,3.8329,0.0,4.019
10,exp_0_zmin_50_k_10_i_10,2025-08-13 00:49:23,40854.4,89,0.0,0.1786,0.0096,3.8226,0.0,4.0107
11,exp_0_zmin_50_k_10_i_10,2025-08-13 00:49:28,40854.4,92,0.0,0.1752,0.0,0.0,0.0,0.1762
