Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,15,2025-08-31 10:35:09,232219.72,409,0.0,0.1258,0.1126,91.7189,0.0174,0.001,91.9829
002,15,2025-08-31 10:35:09,231440.94,436,778.77,0.1294,0.1312,93.683,0.0214,0.001,93.9738
003,15,2025-08-31 10:35:09,230424.3,454,1016.64,0.1217,0.1462,105.9772,0.0238,0.001,106.2779
004,15,2025-08-31 10:35:09,230424.3,480,0.0,0.1375,0.1038,170.6414,0.0107,0.001,170.9035
005,15,2025-08-31 10:35:09,229047.39,502,1376.92,0.1831,0.1052,104.8561,0.0344,0.001,105.191
006,15,2025-08-31 10:35:09,228909.15,527,138.24,0.1483,0.1166,162.9211,0.0157,0.001,163.2138
007,15,2025-08-31 10:35:09,228395.34,548,513.81,0.138,0.1082,63.5574,0.007,0.0017,63.8204
008,15,2025-08-31 10:35:09,228395.34,577,0.0,0.1632,0.1149,171.1897,0.0078,0.002,171.4885
009,15,2025-08-31 10:35:09,227200.4,598,1194.94,0.1468,0.0944,164.4599,0.0283,0.002,164.742
010,15,2025-08-31 10:35:09,227026.11,628,174.29,0.2162,0.1561,250.7009,0.0052,0.0021,251.0898
011,15,2025-08-31 10:35:09,227026.11,658,0.0,0.1756,0.1032,207.7575,0.005,0.0,208.0514
012,15,2025-08-31 10:35:09,227026.11,688,0.0,0.1783,0.1043,215.726,0.0074,0.0,216.027
013,15,2025-08-31 10:35:09,227026.11,718,0.0,0.1814,0.0931,257.5789,0.0168,0.001,257.8821
014,15,2025-08-31 10:35:09,227026.11,748,0.0,0.1769,0.1236,126.2033,0.009,0.0019,126.5269
015,15,2025-08-31 10:35:09,227026.11,778,0.0,0.2319,0.0976,137.187,0.0107,0.0011,137.5464
016,15,2025-08-31 10:35:09,227026.11,808,0.0,0.1868,0.1145,247.3397,0.0096,0.001,247.6622
017,15,2025-08-31 10:35:09,227026.11,838,0.0,0.212,0.1013,240.2915,0.0218,0.001,240.6408
018,15,2025-08-31 10:35:09,227026.11,868,0.0,0.2203,0.1043,261.0901,0.0067,0.001,261.4344
019,15,2025-08-31 10:35:09,227026.11,898,0.0,0.2765,0.1077,278.3931,0.023,0.0015,278.8189
020,15,2025-08-31 10:35:09,227026.11,928,0.0,0.2265,0.0928,232.0388,0.0195,0.001,232.3959
021,15,2025-08-31 10:35:09,227026.11,958,0.0,0.2213,0.1608,79.439,0.0119,0.001,79.9123
