Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-13 23:53:04,40975.36,31,inf,0.1592,0.0104,14.7814,0.0,14.9625
2,exp_0_zmin_50_k_10_i_10,2025-08-13 23:53:19,40975.36,36,0.0,0.2195,0.0109,16.6187,0.0,16.8501
3,exp_0_zmin_50_k_10_i_10,2025-08-13 23:53:35,40975.36,41,0.0,0.1504,0.0108,15.791,0.0,15.9531
4,exp_0_zmin_50_k_10_i_10,2025-08-13 23:53:51,40975.36,46,0.0,0.1488,0.0124,17.6862,0.0002,17.8496
5,exp_0_zmin_50_k_10_i_10,2025-08-13 23:54:09,40975.36,51,0.0,0.196,0.0129,14.7,0.0015,14.9104
6,exp_0_zmin_50_k_10_i_10,2025-08-13 23:54:24,40975.36,56,0.0,0.1523,0.0096,14.8611,0.0,15.0231
7,exp_0_zmin_50_k_10_i_10,2025-08-13 23:54:39,40975.36,61,0.0,0.179,0.0104,34.7431,0.0018,34.9362
8,exp_0_zmin_50_k_10_i_10,2025-08-13 23:55:14,40975.36,66,0.0,0.171,0.0096,31.0685,0.0,31.2501
9,exp_0_zmin_50_k_10_i_10,2025-08-13 23:55:45,40975.36,71,0.0,0.2081,0.0141,26.7723,0.0,26.9949
10,exp_0_zmin_50_k_10_i_10,2025-08-13 23:56:12,40975.36,76,0.0,0.2186,0.0098,20.8592,0.0,21.0888
11,exp_0_zmin_50_k_10_i_10,2025-08-13 23:56:33,40975.36,81,0.0,0.1911,0.0,0.0,0.0,0.1915
