Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,35618.97,48,0.0,0.13,0.006,2.3423,0.0,0.0,2.4844
002,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,35383.38,59,235.58,0.2011,0.005,1.5785,0.0,0.0,1.7875
003,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,34968.66,66,414.72,0.17,0.004,1.4895,0.0,0.001,1.6695
004,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,34908.18,70,60.48,0.1662,0.0077,1.7414,0.0012,0.001,1.9212
005,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,32112.18,74,2796.01,0.1559,0.006,1.3202,0.0,0.001,1.4871
006,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,30117.96,77,1994.21,0.1535,0.005,1.1289,0.0,0.0,1.2951
007,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,29765.05,81,352.92,0.2437,0.0063,1.4832,0.001,0.0,1.7373
008,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28977.56,83,787.49,0.2083,0.0042,1.2472,0.001,0.0,1.4665
009,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28944.89,86,32.67,0.1896,0.0061,1.2179,0.0,0.0,1.4167
010,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28364.52,88,580.37,0.1581,0.004,1.1104,0.0,0.0,1.279
011,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28008.55,89,355.98,0.1606,0.009,1.2882,0.0,0.001,1.4658
012,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28008.55,90,0.0,0.169,0.005,1.122,0.001,0.0,1.3011
013,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28008.55,91,0.0,0.5898,0.011,1.1283,0.0,0.001,1.7415
014,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28008.55,92,0.0,0.1674,0.0045,1.1098,0.0,0.0008,1.2894
015,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28008.55,93,0.0,0.1932,0.006,1.2297,0.0,0.001,1.4343
016,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28008.55,94,0.0,0.1702,0.005,1.0913,0.001,0.0,1.2715
017,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28008.55,95,0.0,0.2195,0.006,1.234,0.001,0.0,1.4655
018,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28008.55,96,0.0,0.1566,0.005,1.1685,0.0,0.0,1.3372
019,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28008.55,97,0.0,0.2313,0.0047,1.1272,0.001,0.0,1.3693
020,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28008.55,98,0.0,0.1693,0.006,1.076,0.0005,0.0,1.2574
021,exp002_z50_k50_i9_tmax30.0_unfi_2025-08-16_13-31-47_l4_l4_30_l59_10_l60_12,2025-08-16 13:32:52,28008.55,99,0.0,0.1963,0.006,1.0641,0.0,0.0009,1.2793
