Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_10_i_10,2025-08-14 00:02:07,40975.36,31,inf,0.1865,0.0041,14.2709,0.0005,14.4649
2,exp_0_zmin_50_k_10_i_10,2025-08-14 00:02:22,40975.36,36,0.0,0.1832,0.0132,15.9009,0.0,16.0973
3,exp_0_zmin_50_k_10_i_10,2025-08-14 00:02:38,40975.36,41,0.0,0.1653,0.0123,15.9764,0.0,16.1539
4,exp_0_zmin_50_k_10_i_10,2025-08-14 00:02:54,40975.36,46,0.0,0.1831,0.0144,16.1657,0.0005,16.3637
5,exp_0_zmin_50_k_10_i_10,2025-08-14 00:03:10,40975.36,51,0.0,0.154,0.01,13.0102,0.0,13.1759
6,exp_0_zmin_50_k_10_i_10,2025-08-14 00:03:23,40975.36,56,0.0,0.1722,0.0134,13.462,0.0,13.6476
7,exp_0_zmin_50_k_10_i_10,2025-08-14 00:03:37,40975.36,61,0.0,0.1591,0.0101,32.0948,0.0,32.264
8,exp_0_zmin_50_k_10_i_10,2025-08-14 00:04:09,40975.36,66,0.0,0.1597,0.009,25.2279,0.0,25.3987
9,exp_0_zmin_50_k_10_i_10,2025-08-14 00:04:35,40975.36,71,0.0,0.1689,0.0085,20.3452,0.0,20.5246
10,exp_0_zmin_50_k_10_i_10,2025-08-14 00:04:55,40975.36,76,0.0,0.2355,0.0123,22.0093,0.001,22.2582
11,exp_0_zmin_50_k_10_i_10,2025-08-14 00:05:17,40975.36,81,0.0,0.1765,0.0,0.0,0.0,0.1775
