Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_12_zmin_50_k_30_i_10,2025-08-09 22:02:08,183187.73,133,inf,0.4223,0.0744,81.5135,0.003,82.0162
2,exp_12_zmin_50_k_30_i_10,2025-08-09 22:03:30,183147.41,163,40.32,0.4668,0.061,102.6661,0.003,103.1988
3,exp_12_zmin_50_k_30_i_10,2025-08-09 22:05:14,183147.41,193,0.0,0.5,0.0781,100.0496,0.002,100.6317
4,exp_12_zmin_50_k_30_i_10,2025-08-09 22:06:54,182992.46,217,154.94,0.6015,0.058,93.6814,0.0024,94.3453
5,exp_12_zmin_50_k_30_i_10,2025-08-09 22:08:29,182837.52,247,154.94,0.6,0.0617,124.197,0.0055,124.8669
6,exp_12_zmin_50_k_30_i_10,2025-08-09 22:10:34,182837.52,272,0.0,0.7265,0.0596,88.6913,0.003,89.4803
7,exp_12_zmin_50_k_30_i_10,2025-08-09 22:12:03,182837.52,302,0.0,0.7252,0.116,72.554,0.003,73.3991
8,exp_12_zmin_50_k_30_i_10,2025-08-09 22:13:17,182837.52,326,0.0,0.8357,0.061,59.3832,0.004,60.2848
9,exp_12_zmin_50_k_30_i_10,2025-08-09 22:14:17,182837.52,353,0.0,0.8451,0.0655,52.8365,0.002,53.751
10,exp_12_zmin_50_k_30_i_10,2025-08-09 22:15:11,182837.52,382,0.0,0.9317,0.0618,85.8037,0.004,86.8032
11,exp_12_zmin_50_k_30_i_10,2025-08-09 22:16:38,182837.52,412,0.0,1.0319,0.056,59.8074,0.003,60.9022
12,exp_12_zmin_50_k_30_i_10,2025-08-09 22:17:39,182837.52,442,0.0,1.1165,0.138,84.9372,0.003,86.1946
13,exp_12_zmin_50_k_30_i_10,2025-08-09 22:19:05,182837.52,462,0.0,1.1673,0.058,57.5226,0.003,58.7529
14,exp_12_zmin_50_k_30_i_10,2025-08-09 22:20:04,182756.88,488,80.64,1.2555,0.062,84.8967,0.004,86.2191
15,exp_12_zmin_50_k_30_i_10,2025-08-09 22:21:30,182756.88,518,0.0,1.2943,0.0584,69.49,0.003,70.8467
16,exp_12_zmin_50_k_30_i_10,2025-08-09 22:22:41,182756.88,548,0.0,1.2928,0.057,79.1809,0.004,80.5357
17,exp_12_zmin_50_k_30_i_10,2025-08-09 22:24:02,182756.88,574,0.0,1.4522,0.059,48.3647,0.002,49.8779
18,exp_12_zmin_50_k_30_i_10,2025-08-09 22:24:52,182756.88,593,0.0,1.4615,0.058,45.1464,0.0037,46.6706
19,exp_12_zmin_50_k_30_i_10,2025-08-09 22:25:38,182756.88,623,0.0,1.482,0.061,56.7607,0.003,58.3077
20,exp_12_zmin_50_k_30_i_10,2025-08-09 22:26:37,182756.88,653,0.0,1.5447,0.06,60.2347,0.004,61.8444
21,exp_12_zmin_50_k_30_i_10,2025-08-09 22:27:39,182756.88,678,0.0,1.7666,0.059,59.7457,0.003,61.5753
22,exp_12_zmin_50_k_30_i_10,2025-08-09 22:28:40,182756.88,708,0.0,1.7315,0.06,66.7998,0.003,68.5963
23,exp_12_zmin_50_k_30_i_10,2025-08-09 22:29:49,182756.88,738,0.0,1.7649,0.06,72.3435,0.004,74.175
24,exp_12_zmin_50_k_30_i_10,2025-08-09 22:31:03,182756.88,768,0.0,1.8231,0.0,0.0,0.0,1.8241
