Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Filter_time,Iteration_time
1,exp_0_zmin_50_k_30_i_10,2025-08-09 16:56:42,182042.2,130,inf,0.5682,0.17,125.8333,0.0021,126.5763
2,exp_0_zmin_50_k_30_i_10,2025-08-09 16:58:49,182042.2,160,0.0,0.539,0.0591,75.9401,0.005,76.5438
3,exp_0_zmin_50_k_30_i_10,2025-08-09 17:00:05,182042.2,190,0.0,0.5883,0.0589,69.0163,0.003,69.6675
4,exp_0_zmin_50_k_30_i_10,2025-08-09 17:01:15,182042.2,220,0.0,0.5759,0.0572,109.0485,0.0036,109.6873
5,exp_0_zmin_50_k_30_i_10,2025-08-09 17:03:05,181961.56,250,80.64,0.7347,0.0689,93.0258,0.004,93.8339
6,exp_0_zmin_50_k_30_i_10,2025-08-09 17:04:39,181806.61,280,154.94,0.7064,0.0606,94.2884,0.0067,95.0651
7,exp_0_zmin_50_k_30_i_10,2025-08-09 17:06:14,181806.61,310,0.0,0.9639,0.0681,125.2003,0.0033,126.2367
8,exp_0_zmin_50_k_30_i_10,2025-08-09 17:08:20,181806.61,340,0.0,0.9019,0.0954,95.5741,0.003,96.5744
9,exp_0_zmin_50_k_30_i_10,2025-08-09 17:09:57,181725.97,367,80.64,1.0325,0.1266,62.7412,0.0033,63.9149
10,exp_0_zmin_50_k_30_i_10,2025-08-09 17:11:01,181725.97,397,0.0,0.9996,0.0641,78.6047,0.002,79.6713
11,exp_0_zmin_50_k_30_i_10,2025-08-09 17:12:21,181725.97,418,0.0,1.0936,0.0589,84.8786,0.0035,86.0366
12,exp_0_zmin_50_k_30_i_10,2025-08-09 17:13:47,181725.97,448,0.0,1.1373,0.0749,71.6311,0.003,72.8473
13,exp_0_zmin_50_k_30_i_10,2025-08-09 17:15:00,181725.97,478,0.0,1.2403,0.0621,86.2768,0.003,87.5833
14,exp_0_zmin_50_k_30_i_10,2025-08-09 17:16:27,181571.03,507,154.94,1.2727,0.0619,73.7159,0.003,75.056
15,exp_0_zmin_50_k_30_i_10,2025-08-09 17:17:42,181571.03,537,0.0,1.3782,0.0601,69.5706,0.003,71.0124
16,exp_0_zmin_50_k_30_i_10,2025-08-09 17:18:53,181571.03,567,0.0,1.4702,0.0631,43.0908,0.0055,44.6296
17,exp_0_zmin_50_k_30_i_10,2025-08-09 17:19:38,181571.03,597,0.0,1.5191,0.0671,56.3616,0.0257,57.9735
18,exp_0_zmin_50_k_30_i_10,2025-08-09 17:20:37,181571.03,627,0.0,1.9118,0.0736,85.867,0.002,87.8576
19,exp_0_zmin_50_k_30_i_10,2025-08-09 17:22:04,181490.39,651,80.64,1.7109,0.0661,70.5109,0.0051,72.2949
20,exp_0_zmin_50_k_30_i_10,2025-08-09 17:23:17,181490.39,670,0.0,1.8623,0.0586,58.2682,0.0039,60.1934
21,exp_0_zmin_50_k_30_i_10,2025-08-09 17:24:17,181490.39,700,0.0,1.8916,0.0699,46.6226,0.002,48.5881
22,exp_0_zmin_50_k_30_i_10,2025-08-09 17:25:05,181490.39,719,0.0,1.8731,0.0631,72.8572,0.0055,74.8024
23,exp_0_zmin_50_k_30_i_10,2025-08-09 17:26:21,181490.39,738,0.0,2.3129,0.0631,72.8806,0.003,75.2612
24,exp_0_zmin_50_k_30_i_10,2025-08-09 17:27:36,181490.39,768,0.0,1.93,0.058,52.2265,0.004,54.2204
25,exp_0_zmin_50_k_30_i_10,2025-08-09 17:28:30,181490.39,798,0.0,1.959,0.0648,77.2455,0.0039,79.2751
26,exp_0_zmin_50_k_30_i_10,2025-08-09 17:29:49,181490.39,828,0.0,1.9278,0.054,59.3648,0.005,61.3533
27,exp_0_zmin_50_k_30_i_10,2025-08-09 17:30:51,181490.39,858,0.0,2.1758,0.066,79.5645,0.003,81.8113
28,exp_0_zmin_50_k_30_i_10,2025-08-09 17:32:12,181490.39,888,0.0,2.0726,0.053,67.4338,0.004,69.566
29,exp_0_zmin_50_k_30_i_10,2025-08-09 17:33:22,181490.39,918,0.0,2.1612,0.0,0.0,0.0,2.1612
