Iteration,Experiment,Time,Objective,Columns,Difference,RMP_time,Graph_time,SPFA_time,Label_time,Filter_time,Iteration_time
001,16,2025-08-31 11:16:17,231851.06,404,0.0,0.1284,0.1172,79.6469,0.0127,0.001,79.9131
002,16,2025-08-31 11:16:17,229986.96,434,1864.1,0.1227,0.1232,77.494,0.0222,0.001,77.7717
003,16,2025-08-31 11:16:17,229955.28,464,31.68,0.1323,0.1718,90.2585,0.0101,0.001,90.5837
004,16,2025-08-31 11:16:17,229955.28,494,0.0,0.134,0.1105,80.984,0.0095,0.0,81.247
005,16,2025-08-31 11:16:17,229955.28,524,0.0,0.1335,0.0959,133.637,0.0211,0.0,133.8954
006,16,2025-08-31 11:16:17,229955.28,554,0.0,0.1993,0.112,157.2647,0.0197,0.001,157.6109
007,16,2025-08-31 11:16:17,229955.28,584,0.0,0.1447,0.1037,166.1617,0.005,0.002,166.4282
008,16,2025-08-31 11:16:17,227634.6,614,2320.67,0.1599,0.1209,202.4168,0.006,0.001,202.7241
009,16,2025-08-31 11:16:17,227634.6,644,0.0,0.1773,0.0991,185.1737,0.0087,0.0,185.4707
010,16,2025-08-31 11:16:17,227634.6,674,0.0,0.1694,0.1013,83.7612,0.0155,0.001,84.0602
011,16,2025-08-31 11:16:17,227634.6,704,0.0,0.1596,0.1134,185.9121,0.0144,0.001,186.2152
012,16,2025-08-31 11:16:17,227634.6,734,0.0,0.1637,0.1033,94.465,0.0088,0.0011,94.75
013,16,2025-08-31 11:16:17,227634.6,764,0.0,0.1876,0.1182,126.2419,0.0088,0.0015,126.5735
014,16,2025-08-31 11:16:17,227634.6,794,0.0,0.2175,0.1055,90.3502,0.0199,0.0047,90.7116
015,16,2025-08-31 11:16:17,227634.6,824,0.0,0.1912,0.097,139.153,0.003,0.0009,139.4642
016,16,2025-08-31 11:16:17,227634.6,854,0.0,0.1839,0.0991,117.1115,0.0079,0.002,117.4183
017,16,2025-08-31 11:16:17,227634.6,884,0.0,0.1878,0.1006,147.0423,0.0118,0.0011,147.3571
018,16,2025-08-31 11:16:17,227634.6,914,0.0,0.2053,0.111,109.0955,0.0073,0.001,109.4359
019,16,2025-08-31 11:16:17,227634.6,944,0.0,0.2074,0.106,116.3294,0.0185,0.001,116.6779
